GMST_trend,AMV_index,IPO_index,lat_abs,land_fraction,ocean_basin,member_id,POINT_X,POINT_Y
0.019728219174944543,-0.010307470658639968,0.001075028025532419,0.0025844563194888683,-0.04826625361691446,-0.047416861583432154,0.010662233494507579,1.25,-88.75
0.015482744356509325,-0.00815362022909634,0.001078903045755538,0.014896394214732229,-2.457929693111538e-14,1.5329707989120145e-13,0.008365441605273194,3.75,-88.75
0.01405369221143084,-0.007472797819562534,0.0012269419581014684,0.01886599874902294,-3.1685136285541926e-13,8.666244805111134e-15,0.0076176201383884165,6.25,-88.75
0.012334574370983765,-0.006594819258857619,0.0012899590403374676,0.02379226483637683,-3.394654349286874e-13,3.586887731277244e-14,0.006516185181566197,8.75,-88.75
0.011790761550032534,-0.006429655431784073,0.0012683232347543419,0.026096334410257164,-6.655097480046113e-13,5.0307848165065394e-14,0.0065333320700681225,11.25,-88.75
0.01140239082671747,-0.006416657031239427,0.0011720895214631605,0.028974937399239644,-7.693203712966223e-13,-7.570159776815188e-14,0.006606573678553496,13.75,-88.75
0.011190320617858459,-0.0063131637133977715,0.000877922010352232,0.02701185593473255,-6.786420383986247e-13,-1.196807410119849e-13,0.006593328480474244,16.25,-88.75
0.010960791220534637,-0.0061765120465676684,0.0005900167779299208,0.024815803783011535,-5.196862905287869e-13,-1.6552384463075498e-13,0.006575002040282858,18.75,-88.75
0.010727564947476547,-0.006025401375649501,0.0003093812465301461,0.022622592892904712,-4.679659437734074e-13,-1.5888332316471576e-13,0.006600794727385118,21.25,-88.75
0.010443387464645017,-0.005870209428469306,1.3925781100583729e-05,0.020724746858688463,-3.2872229244196305e-13,-1.444445691528573e-13,0.006646575873929834,23.75,-88.75
0.010081139500831084,-0.005703188417139644,-0.0002841014144636888,0.019272064179543143,-3.919423379600273e-13,-9.757689448108842e-14,0.0066900776206456165,26.25,-88.75
0.009623647486277292,-0.005514033594611341,-0.0005320147290105918,0.018163261565654967,-3.4365088899535046e-13,-1.0435142333564684e-13,0.006700444452660996,28.75,-88.75
0.009089580455849977,-0.005274234146964181,-0.0006900150291795793,0.017372943331273913,-4.313079841195e-13,-7.579397179324765e-14,0.006681714119917447,31.25,-88.75
0.008500578647164176,-0.0049889328104600495,-0.000764560758691344,0.016580841774551554,-4.0875419368702204e-13,-3.98808590318378e-14,0.006613525651271453,33.75,-88.75
0.007957355011690316,-0.004690738524713342,-0.0007554598097119329,0.015640842383847456,-4.0318920077608844e-13,-6.94658089731015e-14,0.0065664805977691644,36.25,-88.75
0.007486478923082769,-0.00440511813619374,-0.000672329806980468,0.014330112844959034,-2.4337389742390414e-13,-1.1675426250801202e-13,0.006527708505370972,38.75,-88.75
0.007124573298459537,-0.004159670253153442,-0.0005395780870062823,0.012654402794633762,-2.1571080425358824e-13,-8.225326886615592e-14,0.006508790679039489,41.25,-88.75
0.006801649788521127,-0.003925120886500759,-0.00037320302593064366,0.010696966692677664,-1.6133864128584433e-13,-3.61019265697482e-14,0.006480860585128571,43.75,-88.75
0.006388363626081479,-0.0036533203057937226,-0.00016496516064844107,0.008961381884336083,-1.4588791329497863e-13,-4.693619624906997e-14,0.0063648819590072835,46.25,-88.75
0.005913767196203625,-0.0033193190399082194,9.211540148170248e-05,0.007752176600223681,-9.49379463932587e-14,-6.039423518580667e-14,0.006241835192201216,48.75,-88.75
