POINT_X,POINT_Y,derivative_raw,derivative_constrained,sign_violation,baseline_value
352147.7,251154.63,11.645993143009237,11.645993143009237,0,0.357026979
351983.15,251161.63,7.753295674126085,7.753295674126085,0,0.392723642
351915.24,251178.41,6.577297733697014,6.577297733697014,0,0.402704813
352070.17,251231.16,8.285520272536655,8.285520272536655,0,0.389282033
351971.75,251231.16,6.915940286634839,6.915940286634839,0,0.400550365
352168.19,251231.57,11.779448750483642,11.779448750483642,0,0.354780182
351877.08,251237.06,5.581619280761429,5.581619280761429,0,0.41187454
352247.32,251251.9,12.138067022037378,12.138067022037378,0,0.352636911
351781.01,251256.5,4.809048372674608,4.809048372674608,0,0.414347239
351681.89,251267.98,4.126701910975235,4.126701910975235,0,0.414750017
351598.6,251274.79,2.8480341508528566,2.8480341508528566,0,0.428150184
351676.47,251329.59,3.9320917057847304,3.9320917057847304,0,0.414941162
352168.6,251329.59,8.651418366695482,8.651418366695482,0,0.386387371
351774.9,251329.59,4.866766749582488,4.866766749582488,0,0.410263911
352070.17,251329.59,7.417031772720424,7.417031772720424,0,0.39684929
351873.32,251329.59,5.34671900068934,5.34671900068934,0,0.41181609
351971.75,251329.59,6.7257112287745535,6.7257112287745535,0,0.40018335
351578.17,251329.72,2.891311720590174,2.891311720590174,0,0.42201709
352266.8,251329.81,10.03433149591369,10.03433149591369,0,0.374371298
351482.01,251336.79,2.6173817093125633,2.6173817093125633,0,0.415760688
352346.94,251349.17,7.780939957292601,7.780939957292601,0,0.39606832
351387.42,251351.59,2.379225620094396,2.379225620094396,0,0.409879945
351313.37,251367.71,2.176140321361379,2.176140321361379,0,0.406424515
351381.2,251428.01,2.639017849374248,2.639017849374248,0,0.402707718
352267.02,251428.01,7.510526847314977,7.510526847314977,0,0.397510864
351578.05,251428.01,2.6108462732731477,2.6108462732731477,0,0.422629602
352070.17,251428.01,6.007216777163707,6.007216777163707,0,0.411643423
351873.32,251428.01,5.289873763289934,5.289873763289934,0,0.409244858
352168.6,251428.01,7.60472365656567,7.60472365656567,0,0.395353809
351971.75,251428.01,6.167063622289429,6.167063622289429,0,0.404370502
351774.9,251428.01,4.939357423834017,4.939357423834017,0,0.405888818
351676.47,251428.01,3.4975607033641043,3.4975607033641043,0,0.418096185
351479.62,251428.01,3.1448597659161504,3.1448597659161504,0,0.403835178
352365.36,251428.11,5.662602535415241,5.662602535415241,0,0.418015495
351285.9,251431.48,1.802353024351388,1.802353024351388,0,0.407878235
352446.64,251446.43,4.1687611561959645,4.1687611561959645,0,0.43505393
351212.34,251456.56,2.1130505469236907,2.1130505469236907,0,0.39820265
351282.77,251526.44,2.0704869082141553,2.0704869082141553,0,0.400424823
352365.45,251526.44,5.1336232877035926,5.1336232877035926,0,0.421637744
351578.05,251526.44,1.894595035497559,1.894595035497559,0,0.432024747
352070.17,251526.44,6.552338970944554,6.552338970944554,0,0.401708707
351873.32,251526.44,5.989541734095801,5.989541734095801,0,0.397154652
351381.2,251526.44,1.7667869817627366,1.7667869817627366,0,0.412294939
352267.02,251526.44,7.4001440889630645,7.4001440889630645,0,0.396248326
352168.6,251526.44,9.306964202127627,9.306964202127627,0,0.375932939
351971.75,251526.44,6.802421720779343,6.802421720779343,0,0.393894538
351774.9,251526.44,4.626942877853605,4.626942877853605,0,0.40689379
351676.47,251526.44,2.6483631114336244,2.6483631114336244,0,0.428897478
351479.62,251526.44,2.150401830188713,2.150401830188713,0,0.415409729
352463.86,251526.45,4.010974653577318,4.010974653577318,0,0.433256254
351186.78,251528.89,0.9356708822217474,0.9356708822217474,0,0.411982313
352546.15,251543.68,4.5806496140540185,4.5806496140540185,0,0.420378
351113.04,251554.13,0.18703397175216302,0.18703397175216302,0,0.421577133
352611.77,251575.4,5.393486459236859,5.393486459236859,0,0.407110527
352562.3,251624.86,5.154854484279096,5.154854484279096,0,0.410540886
352463.87,251624.86,4.946655694777428,4.946655694777428,0,0.417191461
351578.05,251624.86,2.23520797862832,2.23520797862832,0,0.420163497
352365.45,251624.86,6.736917430930794,6.736917430930794,0,0.399993286
352070.17,251624.86,12.241218954820987,12.241218954820987,0,0.33521235
351873.32,251624.86,10.834607558084752,10.834607558084752,0,0.340236165
351381.2,251624.86,0.6555086830927211,0.6555086830927211,0,0.428518728
351184.35,251624.86,-0.32602784696634796,-0.32602784696634796,0,0.433250889
352267.02,251624.86,9.782817653751653,9.782817653751653,0,0.371341929
352168.6,251624.86,13.09732560029016,13.09732560029016,0,0.328177102
351971.75,251624.86,11.888689469464735,11.888689469464735,0,0.333094932
351774.9,251624.86,7.673480021258938,7.673480021258938,0,0.370203592
351676.47,251624.86,3.911943963943625,3.911943963943625,0,0.404545963
351479.62,251624.86,1.501466492806854,1.501466492806854,0,0.422404595
351282.77,251624.86,0.2664360471188946,0.2664360471188946,0,0.426867604
351088.03,251626.99,0.2206162318016752,0.2206162318016752,0,0.416377746
352622.0,251634.23,5.587225363422464,5.587225363422464,0,0.403256565
351014.01,251651.59,0.9728777260074735,0.9728777260074735,0,0.402071439
351085.92,251723.29,1.0900263409276494,1.0900263409276494,0,0.398993045
352562.3,251723.29,4.938493786152458,4.938493786152458,0,0.410132334
351184.35,251723.29,-0.01761773024654234,-0.01761773024654234,0,0.41992262
351578.05,251723.29,3.3137024488731024,3.3137024488731024,0,0.40050555
352365.45,251723.29,8.970185010327395,8.970185010327395,0,0.377105884
351381.2,251723.29,-0.015428358073896095,-0.015428358073896095,0,0.439019688
352463.87,251723.29,5.142139934939904,5.142139934939904,0,0.411908738
352267.02,251723.29,13.439632142109655,13.439632142109655,0,0.325453207
351971.75,251723.29,14.25174916673222,14.25174916673222,0,0.269893259
351774.9,251723.29,12.604331272704231,12.604331272704231,0,0.298001785
351676.47,251723.29,7.6073960968548,7.6073960968548,0,0.361817554
