POINT_X,POINT_Y,derivative_raw,derivative_constrained,sign_violation,baseline_value
352147.7,251154.63,0.0021137054400420397,0.0021137054400420397,0,77.22
351983.15,251161.63,0.0017904219259249452,0.0017904219259249452,0,20.15
351915.24,251178.41,0.0018162765951610736,0.0018162765951610736,0,0.0
352070.17,251231.16,0.0019323093336073174,0.0019323093336073174,0,46.11
351971.75,251231.16,0.0018639391230328027,0.0018639391230328027,0,16.11
352168.19,251231.57,0.002173620630027596,0.002173620630027596,0,76.11
351877.08,251237.06,0.00192746710074662,0.00192746710074662,0,0.0
352247.32,251251.9,0.0022826273039785413,0.0022826273039785413,0,83.64
351781.01,251256.5,0.0020805814225273523,0.0020805814225273523,0,0.0
351681.89,251267.98,0.002248456500377487,0.002248456500377487,0,0.0
351598.6,251274.79,0.0024013357966481603,0.0024013357966481603,0,0.0
351676.47,251329.59,0.0023258459443585874,0.0023258459443585874,0,0.0
352168.6,251329.59,0.001986890575236575,0.001986890575236575,0,49.8
351774.9,251329.59,0.0021748311500238,0.0021748311500238,0,0.69
352070.17,251329.59,0.0020747393652073183,0.0020747393652073183,0,49.15
351873.32,251329.59,0.0020809295374817557,0.0020809295374817557,0,9.82
351971.75,251329.59,0.002014550844916166,0.002014550844916166,0,23.43
351578.17,251329.72,0.0025338736701411885,0.0025338736701411885,0,3.13
352266.8,251329.81,0.001996340966948542,0.001996340966948542,0,54.94
351482.01,251336.79,0.00311229369236053,0.00311229369236053,0,30.31
352346.94,251349.17,0.002184642566655432,0.002184642566655432,0,67.77
351387.42,251351.59,0.0038466623488577897,0.0038466623488577897,0,58.53
351313.37,251367.71,0.004601928086760063,0.004601928086760063,0,87.6
351381.2,251428.01,0.004153453278998991,0.004153453278998991,0,70.09
352267.02,251428.01,0.001883895285340664,0.001883895285340664,0,26.58
351578.05,251428.01,0.0029265402646448456,0.0029265402646448456,0,26.74
352070.17,251428.01,0.001992919293265197,0.001992919293265197,0,20.41
351873.32,251428.01,0.0023835136263429344,0.0023835136263429344,0,36.15
352168.6,251428.01,0.0019035071722466176,0.0019035071722466176,0,19.8
351971.75,251428.01,0.0022135965059403343,0.0022135965059403343,0,35.73
351774.9,251428.01,0.002518870478940211,0.002518870478940211,0,29.92
351676.47,251428.01,0.002684432057664245,0.002684432057664245,0,25.57
351479.62,251428.01,0.0034472104429990103,0.0034472104429990103,0,45.12
352365.36,251428.11,0.0020108915289605614,0.0020108915289605614,0,44.41
351285.9,251431.48,0.004934669475293583,0.004934669475293583,0,97.22
352446.64,251446.43,0.002364937884168229,0.002364937884168229,0,67.97
351212.34,251456.56,0.005668231506920227,0.005668231506920227,0,125.02
351282.77,251526.44,0.005184325038166682,0.005184325038166682,0,104.42
352365.45,251526.44,0.0019846483258251614,0.0019846483258251614,0,26.81
351578.05,251526.44,0.003205623159783797,0.003205623159783797,0,39.08
352070.17,251526.44,0.002043332014932088,0.002043332014932088,0,0.0
351873.32,251526.44,0.00229339768143627,0.00229339768143627,0,7.55
351381.2,251526.44,0.004416875945985777,0.004416875945985777,0,78.52
352267.02,251526.44,0.001913629670788692,0.001913629670788692,0,2.01
352168.6,251526.44,0.0019671549638799147,0.0019671549638799147,0,0.0
351971.75,251526.44,0.002157947032149146,0.002157947032149146,0,5.73
351774.9,251526.44,0.0025290693521061677,0.0025290693521061677,0,18.3
351676.47,251526.44,0.0028318372255133127,0.0028318372255133127,0,28.46
351479.62,251526.44,0.00372214806693214,0.00372214806693214,0,55.22
352463.86,251526.45,0.0022605437878389302,0.0022605437878389302,0,52.56
351186.78,251528.89,0.005938841230909327,0.005938841230909327,0,132.06
