POINT_X,POINT_Y,derivative_raw,derivative_constrained,sign_violation,baseline_value
352147.7,251154.63,-0.02988834595051548,-0.02988834595051548,0,9.24
351983.15,251161.63,0.0061563062333916925,0.0061563062333916925,0,7.31
351915.24,251178.41,0.01627918117767672,0.01627918117767672,0,7.1
352070.17,251231.16,-0.02171593725936357,-0.02171593725936357,0,9.09
351971.75,251231.16,0.00811244615809625,0.00811244615809625,0,7.26
352168.19,251231.57,-0.03786269984005698,-0.03786269984005698,0,9.93
351877.08,251237.06,0.024656073507649295,0.024656073507649295,0,6.77
352247.32,251251.9,-0.051306078910759896,-0.051306078910759896,0,10.91
351781.01,251256.5,0.04155849356590114,0.04155849356590114,0,6.33
351681.89,251267.98,0.04886580938389838,0.04886580938389838,0,6.71
351598.6,251274.79,0.048096815243907375,0.048096815243907375,0,7.47
351676.47,251329.59,0.04579187605573392,0.04579187605573392,0,7.0
352168.6,251329.59,-0.07931460928553204,-0.07931460928553204,0,13.95
351774.9,251329.59,0.046328077709161634,0.046328077709161634,0,5.99
352070.17,251329.59,-0.025180987150695014,-0.025180987150695014,0,9.45
351873.32,251329.59,0.034403057576874604,0.034403057576874604,0,5.94
351971.75,251329.59,0.005046833251224227,0.005046833251224227,0,7.56
351578.17,251329.72,0.0571074210918271,0.0571074210918271,0,7.0
352266.8,251329.81,-0.06748445660642488,-0.06748445660642488,0,12.64
351482.01,251336.79,0.06368119221681953,0.06368119221681953,0,7.28
352346.94,251349.17,-0.07514808461120233,-0.07514808461120233,0,13.63
351387.42,251351.59,0.06025052691097499,0.06025052691097499,0,8.12
351313.37,251367.71,0.05253098329783348,0.05253098329783348,0,8.97
351381.2,251428.01,0.054373668610269786,0.054373668610269786,0,8.53
352267.02,251428.01,-0.09736302832580657,-0.09736302832580657,0,16.72
351578.05,251428.01,0.0552011050766633,0.0552011050766633,0,7.15
352070.17,251428.01,-0.01878621884604236,-0.01878621884604236,0,8.9
351873.32,251428.01,0.02985092953768277,0.02985092953768277,0,6.36
352168.6,251428.01,-0.06471606300738256,-0.06471606300738256,0,12.6
351971.75,251428.01,0.01442244116589376,0.01442244116589376,0,6.69
351774.9,251428.01,0.03533401078660887,0.03533401078660887,0,6.92
351676.47,251428.01,0.04593646675314922,0.04593646675314922,0,7.0
351479.62,251428.01,0.053627346652102,0.053627346652102,0,7.98
352365.36,251428.11,-0.09050108989639037,-0.09050108989639037,0,16.27
351285.9,251431.48,0.0493459826212712,0.0493459826212712,0,9.29
352446.64,251446.43,-0.09650309604227678,-0.09650309604227678,0,18.66
351212.34,251456.56,0.0319889794523614,0.0319889794523614,0,10.48
351282.77,251526.44,0.03481502297391335,0.03481502297391335,0,10.11
352365.45,251526.44,-0.09759689566726547,-0.09759689566726547,0,17.94
351578.05,251526.44,0.04838103384124907,0.04838103384124907,0,7.65
