grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tas_trend_forced
0,1.25,-88.75,88.75,1.0,0,1.2102909972310225
1,3.75,-88.75,88.75,1.0,0,1.2096626450211487
2,6.25,-88.75,88.75,1.0,0,1.2083857012349148
3,8.75,-88.75,88.75,1.0,0,1.2071018802462958
4,11.25,-88.75,88.75,1.0,0,1.2058612746138162
5,13.75,-88.75,88.75,1.0,0,1.2046006176947521
6,16.25,-88.75,88.75,1.0,0,1.2032954103208753
7,18.75,-88.75,88.75,1.0,0,1.2019403388048147
8,21.25,-88.75,88.75,1.0,0,1.2005624342264107
9,23.75,-88.75,88.75,1.0,0,1.1992504021714658
10,26.25,-88.75,88.75,1.0,0,1.1979440447023713
11,28.75,-88.75,88.75,1.0,0,1.1965783033659676
12,31.25,-88.75,88.75,1.0,0,1.1952463436869867
13,33.75,-88.75,88.75,1.0,0,1.1940340016824482
14,36.25,-88.75,88.75,1.0,0,1.1929458314790085
15,38.75,-88.75,88.75,1.0,0,1.1919054752392495
16,41.25,-88.75,88.75,1.0,0,1.1908069575441294
17,43.75,-88.75,88.75,1.0,0,1.1896065829165194
18,46.25,-88.75,88.75,1.0,0,1.188421341762751
19,48.75,-88.75,88.75,1.0,0,1.187356238129577
20,51.25,-88.75,88.75,1.0,0,1.1863567054807567
21,53.75,-88.75,88.75,1.0,0,1.185361712960066
22,56.25,-88.75,88.75,1.0,0,1.1845083625601702
23,58.75,-88.75,88.75,1.0,0,1.1838437404225328
24,61.25,-88.75,88.75,1.0,0,1.1832374740805431
25,63.75,-88.75,88.75,1.0,0,1.182622209565738
26,66.25,-88.75,88.75,1.0,0,1.1819484217835579
27,68.75,-88.75,88.75,1.0,0,1.1812580765745406
28,71.25,-88.75,88.75,1.0,0,1.1806346497677767
29,73.75,-88.75,88.75,1.0,0,1.1800303950613373
30,76.25,-88.75,88.75,1.0,0,1.1793020445716713
31,78.75,-88.75,88.75,1.0,0,1.1785007137836274
32,81.25,-88.75,88.75,1.0,0,1.1776618579501175
33,83.75,-88.75,88.75,1.0,0,1.1766418055076573
34,86.25,-88.75,88.75,1.0,0,1.1755400584670388
35,88.75,-88.75,88.75,1.0,0,1.1744598979622936
36,91.25,-88.75,88.75,1.0,0,1.1733511924150324
37,93.75,-88.75,88.75,1.0,0,1.1721351259312
38,96.25,-88.75,88.75,1.0,0,1.170841925330277
39,98.75,-88.75,88.75,1.0,0,1.1696668084240454
40,101.25,-88.75,88.75,1.0,0,1.1685293503754182
41,103.75,-88.75,88.75,1.0,0,1.167333807937174
42,106.25,-88.75,88.75,1.0,0,1.1660815592312679
43,108.75,-88.75,88.75,1.0,0,1.1646953881041795
44,111.25,-88.75,88.75,1.0,0,1.1631842042639993
45,113.75,-88.75,88.75,1.0,0,1.1616632421492759
46,116.25,-88.75,88.75,1.0,0,1.1601014013765056
47,118.75,-88.75,88.75,1.0,0,1.1584340593677311
48,121.25,-88.75,88.75,1.0,0,1.1567012853656604
49,123.75,-88.75,88.75,1.0,0,1.1549581845472694
50,126.25,-88.75,88.75,1.0,0,1.1532184652914763
51,128.75,-88.75,88.75,1.0,0,1.151522645794464
52,131.25,-88.75,88.75,1.0,0,1.150025622564638
53,133.75,-88.75,88.75,1.0,0,1.1488359150503598
54,136.25,-88.75,88.75,1.0,0,1.1478755001815715
55,138.75,-88.75,88.75,1.0,0,1.1470949974568554
56,141.25,-88.75,88.75,1.0,0,1.1464128052768539
57,143.75,-88.75,88.75,1.0,0,1.1458945116874508
58,146.25,-88.75,88.75,1.0,0,1.145516597396595
59,148.75,-88.75,88.75,1.0,0,1.1450309329713768
60,151.25,-88.75,88.75,1.0,0,1.1447038227722046
61,153.75,-88.75,88.75,1.0,0,1.1447775387317207
62,156.25,-88.75,88.75,1.0,0,1.1451504859530517
63,158.75,-88.75,88.75,1.0,0,1.145659112557473
64,161.25,-88.75,88.75,1.0,0,1.1462300346674315
65,163.75,-88.75,88.75,1.0,0,1.146905270792548
66,166.25,-88.75,88.75,1.0,0,1.1475916206871979
67,168.75,-88.75,88.75,1.0,0,1.148071540648171
68,171.25,-88.75,88.75,1.0,0,1.1482730048960565
69,173.75,-88.75,88.75,1.0,0,1.1483377681107716
70,176.25,-88.75,88.75,1.0,0,1.148349390710355
71,178.75,-88.75,88.75,1.0,0,1.1482999406798329
72,181.25,-88.75,88.75,1.0,0,1.1482469169026264
73,183.75,-88.75,88.75,1.0,0,1.1484270213651282
74,186.25,-88.75,88.75,1.0,0,1.1487793819639966
75,188.75,-88.75,88.75,1.0,0,1.149184681267493
76,191.25,-88.75,88.75,1.0,0,1.1498587348401714
77,193.75,-88.75,88.75,1.0,0,1.150841806856139
78,196.25,-88.75,88.75,1.0,0,1.1520328792260202
79,198.75,-88.75,88.75,1.0,0,1.1533822364579362
80,201.25,-88.75,88.75,1.0,0,1.1547321464499931
81,203.75,-88.75,88.75,1.0,0,1.155830954204638
82,206.25,-88.75,88.75,1.0,0,1.1567051673551652
83,208.75,-88.75,88.75,1.0,0,1.1575095650279663
84,211.25,-88.75,88.75,1.0,0,1.1581870439455644
85,213.75,-88.75,88.75,1.0,0,1.1587376244944654
86,216.25,-88.75,88.75,1.0,0,1.1592982584183709
87,218.75,-88.75,88.75,1.0,0,1.159890249878031
88,221.25,-88.75,88.75,1.0,0,1.1605568470293777
89,223.75,-88.75,88.75,1.0,0,1.1612927171956828
90,226.25,-88.75,88.75,1.0,0,1.1620794636091833
91,228.75,-88.75,88.75,1.0,0,1.1630224573008632
92,231.25,-88.75,88.75,1.0,0,1.1641367996231924
93,233.75,-88.75,88.75,1.0,0,1.1653668008602711
94,236.25,-88.75,88.75,1.0,0,1.1667337279330348
95,238.75,-88.75,88.75,1.0,0,1.1682819176576675
96,241.25,-88.75,88.75,1.0,0,1.1700313368863124
97,243.75,-88.75,88.75,1.0,0,1.171988257936196
98,246.25,-88.75,88.75,1.0,0,1.1741249814459844
99,248.75,-88.75,88.75,1.0,0,1.1765315710996442
100,251.25,-88.75,88.75,1.0,0,1.1791924392103528
101,253.75,-88.75,88.75,1.0,0,1.1821041093090496
102,256.25,-88.75,88.75,1.0,0,1.1851340249116165
103,258.75,-88.75,88.75,1.0,0,1.1879702388212758
104,261.25,-88.75,88.75,1.0,0,1.1907245133937927
105,263.75,-88.75,88.75,1.0,0,1.1935830203816562
106,266.25,-88.75,88.75,1.0,0,1.196572158452718
107,268.75,-88.75,88.75,1.0,0,1.1997046122535149
108,271.25,-88.75,88.75,1.0,0,1.202893579069867
109,273.75,-88.75,88.75,1.0,0,1.2059634373642383
110,276.25,-88.75,88.75,1.0,0,1.2088993208370273
111,278.75,-88.75,88.75,1.0,0,1.2116357888634106
112,281.25,-88.75,88.75,1.0,0,1.2140163474379684
113,283.75,-88.75,88.75,1.0,0,1.2161451883574939
114,286.25,-88.75,88.75,1.0,0,1.2180995672387054
115,288.75,-88.75,88.75,1.0,0,1.219803430564201
116,291.25,-88.75,88.75,1.0,0,1.2212901149808928
117,293.75,-88.75,88.75,1.0,0,1.2225851580260563
118,296.25,-88.75,88.75,1.0,0,1.2236239064042436
119,298.75,-88.75,88.75,1.0,0,1.224436631066549
120,301.25,-88.75,88.75,1.0,0,1.2250558363458357
121,303.75,-88.75,88.75,1.0,0,1.2255154350919604
122,306.25,-88.75,88.75,1.0,0,1.2258896147807936
123,308.75,-88.75,88.75,1.0,0,1.2261725105634953
124,311.25,-88.75,88.75,1.0,0,1.2263459871235343
125,313.75,-88.75,88.75,1.0,0,1.2264204268078287
126,316.25,-88.75,88.75,1.0,0,1.2264512981167088
127,318.75,-88.75,88.75,1.0,0,1.2264968918037682
128,321.25,-88.75,88.75,1.0,0,1.2264053252001001
129,323.75,-88.75,88.75,1.0,0,1.2260642304938336
130,326.25,-88.75,88.75,1.0,0,1.225576983389597
131,328.75,-88.75,88.75,1.0,0,1.2250505318273612
132,331.25,-88.75,88.75,1.0,0,1.22442531109426
133,333.75,-88.75,88.75,1.0,0,1.2236690891299813
134,336.25,-88.75,88.75,1.0,0,1.222911301991555
135,338.75,-88.75,88.75,1.0,0,1.22208379033891
136,341.25,-88.75,88.75,1.0,0,1.2211246030878458
137,343.75,-88.75,88.75,1.0,0,1.2200254439999267
138,346.25,-88.75,88.75,1.0,0,1.2187761189089061
139,348.75,-88.75,88.75,1.0,0,1.2174290038582087
140,351.25,-88.75,88.75,1.0,0,1.2160232348850553
141,353.75,-88.75,88.75,1.0,0,1.2146372229877618
142,356.25,-88.75,88.75,1.0,0,1.2133176777516566
143,358.75,-88.75,88.75,1.0,0,1.211489546482645
144,1.25,-86.25,86.25,1.0,0,1.2134457154076863
145,3.75,-86.25,86.25,1.0,0,1.213383288232782
146,6.25,-86.25,86.25,1.0,0,1.210708620208688
147,8.75,-86.25,86.25,1.0,0,1.206564273939972
148,11.25,-86.25,86.25,1.0,0,1.2014996167727892
149,13.75,-86.25,86.25,1.0,0,1.1956816268174415
150,16.25,-86.25,86.25,1.0,0,1.1896179027275955
151,18.75,-86.25,86.25,1.0,0,1.18339719440204
152,21.25,-86.25,86.25,1.0,0,1.1768319295512268
153,23.75,-86.25,86.25,1.0,0,1.1703927372639555
154,26.25,-86.25,86.25,1.0,0,1.1644203132685498
155,28.75,-86.25,86.25,1.0,0,1.1585437233025053
156,31.25,-86.25,86.25,1.0,0,1.1526122626346909
157,33.75,-86.25,86.25,1.0,0,1.1471438973200543
158,36.25,-86.25,86.25,1.0,0,1.14202796646595
159,38.75,-86.25,86.25,1.0,0,1.1373923699867503
160,41.25,-86.25,86.25,1.0,0,1.1336835737338837
161,43.75,-86.25,86.25,1.0,0,1.130744032986784
162,46.25,-86.25,86.25,1.0,0,1.1280456671424994
163,48.75,-86.25,86.25,1.0,0,1.125718154948322
164,51.25,-86.25,86.25,1.0,0,1.1243892804112832
165,53.75,-86.25,86.25,1.0,0,1.1238676569879735
166,56.25,-86.25,86.25,1.0,0,1.1234434236059974
167,58.75,-86.25,86.25,1.0,0,1.1234655701498015
168,61.25,-86.25,86.25,1.0,0,1.123946946366501
169,63.75,-86.25,86.25,1.0,0,1.1252724391730102
