grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tas_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,1.25,-88.75,88.75,1.0,0,1.3481028557912045,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
1,3.75,-88.75,88.75,1.0,0,1.348264787556289,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
2,6.25,-88.75,88.75,1.0,0,1.3490275711584456,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
3,8.75,-88.75,88.75,1.0,0,1.3492453690382313,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
4,11.25,-88.75,88.75,1.0,0,1.3491495752378169,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
5,13.75,-88.75,88.75,1.0,0,1.3496398760544979,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
6,16.25,-88.75,88.75,1.0,0,1.350415933060482,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
7,18.75,-88.75,88.75,1.0,0,1.3509608150030452,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
8,21.25,-88.75,88.75,1.0,0,1.351158085304028,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
9,23.75,-88.75,88.75,1.0,0,1.351879248501277,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
10,26.25,-88.75,88.75,1.0,0,1.3531574624112988,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
11,28.75,-88.75,88.75,1.0,0,1.3540696587094985,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
12,31.25,-88.75,88.75,1.0,0,1.3544527848760377,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
13,33.75,-88.75,88.75,1.0,0,1.3546779742963047,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
14,36.25,-88.75,88.75,1.0,0,1.3551081886194358,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
15,38.75,-88.75,88.75,1.0,0,1.3555671999920065,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
16,41.25,-88.75,88.75,1.0,0,1.3563025346746542,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
17,43.75,-88.75,88.75,1.0,0,1.3578208799462623,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
18,46.25,-88.75,88.75,1.0,0,1.3595169247965948,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
19,48.75,-88.75,88.75,1.0,0,1.361148934146971,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
20,51.25,-88.75,88.75,1.0,0,1.3633445162168738,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
21,53.75,-88.75,88.75,1.0,0,1.3661503510966626,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
22,56.25,-88.75,88.75,1.0,0,1.3685181965641626,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
23,58.75,-88.75,88.75,1.0,0,1.3703122092171596,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
24,61.25,-88.75,88.75,1.0,0,1.3719058331370881,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
25,63.75,-88.75,88.75,1.0,0,1.3734442287347264,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
26,66.25,-88.75,88.75,1.0,0,1.3750378069781055,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
27,68.75,-88.75,88.75,1.0,0,1.3767807656752553,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
28,71.25,-88.75,88.75,1.0,0,1.3794934177068148,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
29,73.75,-88.75,88.75,1.0,0,1.3834319033933222,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
30,76.25,-88.75,88.75,1.0,0,1.3877731158598996,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
31,78.75,-88.75,88.75,1.0,0,1.3922730009353979,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
32,81.25,-88.75,88.75,1.0,0,1.397344606284974,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
33,83.75,-88.75,88.75,1.0,0,1.4025939058395624,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
34,86.25,-88.75,88.75,1.0,0,1.4078984259917304,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
35,88.75,-88.75,88.75,1.0,0,1.4135220388256233,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
36,91.25,-88.75,88.75,1.0,0,1.4196795235384625,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
37,93.75,-88.75,88.75,1.0,0,1.4264905523545852,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
38,96.25,-88.75,88.75,1.0,0,1.4340946829185812,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
39,98.75,-88.75,88.75,1.0,0,1.4421482858451151,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
40,101.25,-88.75,88.75,1.0,0,1.4494278025744423,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
41,103.75,-88.75,88.75,1.0,0,1.4562147104779002,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
42,106.25,-88.75,88.75,1.0,0,1.4628225397738635,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
43,108.75,-88.75,88.75,1.0,0,1.4685423151791384,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
44,111.25,-88.75,88.75,1.0,0,1.474249864382659,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
45,113.75,-88.75,88.75,1.0,0,1.4804942702261354,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
