grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend_forced
0,163.75,-76.25,76.25,0.0,4,0.06855058451645488
1,166.25,-76.25,76.25,0.0,4,0.06782918814995034
2,168.75,-76.25,76.25,0.0,4,0.06450983889604697
3,171.25,-76.25,76.25,0.0,4,0.054445813512109954
4,173.75,-76.25,76.25,0.0,4,0.06323580742604427
5,176.25,-76.25,76.25,0.0,4,0.07011773987930378
6,178.75,-76.25,76.25,0.0,4,0.06455091678459239
7,181.25,-76.25,76.25,0.0,4,0.0376061580952737
8,183.75,-76.25,76.25,0.0,4,0.005498067420578297
9,186.25,-76.25,76.25,0.0,4,-0.009406018687385323
10,188.75,-76.25,76.25,0.0,4,-0.012731763146448201
11,191.25,-76.25,76.25,0.0,4,-0.012076754473135413
12,193.75,-76.25,76.25,0.0,4,-0.015478049205158445
13,196.25,-76.25,76.25,0.0,4,-0.013030316841108563
14,198.75,-76.25,76.25,0.0,4,0.01264259735930254
15,201.25,-76.25,76.25,0.0,4,0.038575612065471776
16,203.75,-76.25,76.25,0.0,4,0.059194554993309875
17,206.25,-76.25,76.25,0.0,4,0.06465797056589259
18,208.75,-76.25,76.25,0.0,4,0.08349210666308468
19,211.25,-76.25,76.25,0.0,4,0.0764690323874033
20,303.75,-76.25,76.25,0.0,0,0.0067936777447090285
21,306.25,-76.25,76.25,0.0,4,0.005692683481537056
22,308.75,-76.25,76.25,0.0,4,0.015434846424092898
23,311.25,-76.25,76.25,0.0,4,0.020529008850506944
24,313.75,-76.25,76.25,0.0,4,0.021388352995484704
25,316.25,-76.25,76.25,0.0,4,0.01822811117672222
26,318.75,-76.25,76.25,0.0,4,0.020689563243909245
27,321.25,-76.25,76.25,0.0,4,0.02924816180521925
28,323.75,-76.25,76.25,0.0,4,0.03376100595050097
29,326.25,-76.25,76.25,0.0,4,0.03543970661614052
30,328.75,-76.25,76.25,0.0,4,0.0384240019954401
31,331.25,-76.25,76.25,0.0,4,0.030502735830231782
32,333.75,-76.25,76.25,0.0,0,0.029715652107177304
33,166.25,-73.75,73.75,0.0,4,0.03234282832994188
34,168.75,-73.75,73.75,0.0,4,0.03659817187485899
35,171.25,-73.75,73.75,0.0,4,0.02574213404142767
36,173.75,-73.75,73.75,0.0,4,-0.005940672794917609
37,176.25,-73.75,73.75,0.0,4,-0.017479824305102466
38,178.75,-73.75,73.75,0.0,4,-0.012846396092739793
39,181.25,-73.75,73.75,0.0,4,-0.0640732600317684
40,183.75,-73.75,73.75,0.0,4,-0.07631390473671895
41,186.25,-73.75,73.75,0.0,4,-0.060739524205160426
42,188.75,-73.75,73.75,0.0,4,-0.05602804523179534
43,191.25,-73.75,73.75,0.0,4,-0.04954792398824592
44,193.75,-73.75,73.75,0.0,4,-0.04496411582448108
45,196.25,-73.75,73.75,0.0,4,-0.04367336809004917
46,198.75,-73.75,73.75,0.0,4,-0.04449175230033549
47,201.25,-73.75,73.75,0.0,4,-0.04483556905779846
48,203.75,-73.75,73.75,0.0,4,-0.043894753762867986
49,206.25,-73.75,73.75,0.0,4,-0.04012977638564637
50,208.75,-73.75,73.75,0.0,4,-0.02827005555621371
51,211.25,-73.75,73.75,0.0,4,-0.014239791834816516
52,213.75,-73.75,73.75,0.0,4,0.005809006914691543
53,216.25,-73.75,73.75,0.0,4,0.020000363564926467
54,218.75,-73.75,73.75,0.0,4,0.03380869472896194
55,221.25,-73.75,73.75,0.0,4,0.04258206123892593
56,223.75,-73.75,73.75,0.0,4,0.05392261142533826
57,226.25,-73.75,73.75,0.0,4,0.06096252224311948
58,228.75,-73.75,73.75,0.0,4,0.07135446065109134
59,231.25,-73.75,73.75,0.0,4,0.09128317079174031
60,233.75,-73.75,73.75,0.0,4,0.1104416993646086
61,236.25,-73.75,73.75,0.0,4,0.12146658657189804
62,238.75,-73.75,73.75,0.0,4,0.07981014348015253
63,241.25,-73.75,73.75,0.0,4,0.06143605289068003
64,243.75,-73.75,73.75,0.0,4,0.06312235217644017
65,246.25,-73.75,73.75,0.0,4,0.054870451132332104
66,248.75,-73.75,73.75,0.0,4,0.05017574071069004
67,251.25,-73.75,73.75,0.0,4,0.034371813756445366
68,253.75,-73.75,73.75,0.0,4,0.028554357997255062
69,256.25,-73.75,73.75,0.0,0,0.04184171338389804
70,258.75,-73.75,73.75,0.0,0,0.07129044512999096
71,273.75,-73.75,73.75,0.0,0,0.021457589446943974
72,276.25,-73.75,73.75,0.0,0,0.020472603197690616
73,278.75,-73.75,73.75,0.0,0,0.027767054071825687
74,281.25,-73.75,73.75,0.0,0,0.0338878064432931
75,286.25,-73.75,73.75,0.0,0,-0.0036872322413546406
76,288.75,-73.75,73.75,0.0,0,-0.05386319271499711
77,298.75,-73.75,73.75,0.0,4,0.022065142381028347
