grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,193.75,-78.75,78.75,0.0,0,0.15975028010055506,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
1,196.25,-78.75,78.75,0.0,0,0.2206013640248747,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
2,163.75,-76.25,76.25,0.0,4,-0.06330128648641921,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
3,166.25,-76.25,76.25,0.0,4,-0.022332137094970013,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
4,168.75,-76.25,76.25,0.0,4,-0.0924930883427661,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
5,171.25,-76.25,76.25,0.0,4,-0.24077012938316986,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
6,173.75,-76.25,76.25,0.0,4,-0.19543650717467795,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
7,176.25,-76.25,76.25,0.0,4,-0.14969153215785097,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
8,178.75,-76.25,76.25,0.0,4,-0.1661719891465925,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
9,181.25,-76.25,76.25,0.0,4,-0.1190628236661247,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
10,183.75,-76.25,76.25,0.0,4,0.01569106762982117,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
11,186.25,-76.25,76.25,0.0,4,0.03685655476745435,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
12,188.75,-76.25,76.25,0.0,4,0.02080472507634298,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
13,191.25,-76.25,76.25,0.0,4,0.017052038754874613,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
14,193.75,-76.25,76.25,0.0,4,0.05275607753324266,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
15,196.25,-76.25,76.25,0.0,4,0.09715987672269231,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
16,198.75,-76.25,76.25,0.0,4,0.15467024272707472,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
17,201.25,-76.25,76.25,0.0,4,0.20163719250923523,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
18,203.75,-76.25,76.25,0.0,4,0.23906920568282464,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
19,206.25,-76.25,76.25,0.0,4,0.2721515147390492,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
20,208.75,-76.25,76.25,0.0,4,0.28458329383688974,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
21,211.25,-76.25,76.25,0.0,4,0.3201259603994606,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
22,306.25,-76.25,76.25,0.0,4,0.03747277770756252,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
23,308.75,-76.25,76.25,0.0,4,0.015788398497660814,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
24,311.25,-76.25,76.25,0.0,4,0.0018016754626918677,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
25,313.75,-76.25,76.25,0.0,4,0.0021896203723592847,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
26,316.25,-76.25,76.25,0.0,4,0.012960970513170907,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
27,318.75,-76.25,76.25,0.0,4,0.028138159446358925,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
28,321.25,-76.25,76.25,0.0,4,0.03383612942829689,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
29,323.75,-76.25,76.25,0.0,4,0.019218061368181185,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
30,326.25,-76.25,76.25,0.0,4,-0.03624715870952357,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
31,328.75,-76.25,76.25,0.0,4,-0.07879684090387021,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
32,331.25,-76.25,76.25,0.0,4,-0.04510837575500298,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
33,166.25,-73.75,73.75,0.0,4,-0.05079385036197985,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
34,168.75,-73.75,73.75,0.0,4,-0.058301958216632366,1.0897317043058377,1.2,-0.1,0.0,0.0,6.547762246948402e-17,-0.0030914111097561704,-0.025532175344687713
