grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tas_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,1.25,-88.75,88.75,1.0,0,1.358527979025877,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
1,3.75,-88.75,88.75,1.0,0,1.387096496759816,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
2,6.25,-88.75,88.75,1.0,0,1.528372279041566,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
3,8.75,-88.75,88.75,1.0,0,1.4883818977094927,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
4,11.25,-88.75,88.75,1.0,0,1.4678344012888849,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
5,13.75,-88.75,88.75,1.0,0,1.4607966238538048,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
6,16.25,-88.75,88.75,1.0,0,1.4316214209894231,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
7,18.75,-88.75,88.75,1.0,0,1.4263624947538054,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
8,21.25,-88.75,88.75,1.0,0,1.4413996422225697,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
9,23.75,-88.75,88.75,1.0,0,1.3972433616218147,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
10,26.25,-88.75,88.75,1.0,0,1.3548566241026674,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
11,28.75,-88.75,88.75,1.0,0,1.3419915417437454,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
12,31.25,-88.75,88.75,1.0,0,1.3213722690052219,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
13,33.75,-88.75,88.75,1.0,0,1.3354000209227712,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
14,36.25,-88.75,88.75,1.0,0,1.3531829984253751,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
15,38.75,-88.75,88.75,1.0,0,1.395231969526828,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
16,41.25,-88.75,88.75,1.0,0,1.4262490223512254,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
17,43.75,-88.75,88.75,1.0,0,1.3973414159450925,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
18,46.25,-88.75,88.75,1.0,0,1.3633392721110813,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
19,48.75,-88.75,88.75,1.0,0,1.4265639931785234,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
20,51.25,-88.75,88.75,1.0,0,1.4038977292591681,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
21,53.75,-88.75,88.75,1.0,0,1.3966841956395977,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
22,56.25,-88.75,88.75,1.0,0,1.4863522351528393,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
23,58.75,-88.75,88.75,1.0,0,1.386285385366779,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
24,61.25,-88.75,88.75,1.0,0,1.382397414921247,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
25,63.75,-88.75,88.75,1.0,0,1.402187086366826,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
26,66.25,-88.75,88.75,1.0,0,1.387329785733505,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
27,68.75,-88.75,88.75,1.0,0,1.4606680676080006,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
28,71.25,-88.75,88.75,1.0,0,1.4221778359291481,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
29,73.75,-88.75,88.75,1.0,0,1.3651499597821124,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
30,76.25,-88.75,88.75,1.0,0,1.3961933598193494,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
31,78.75,-88.75,88.75,1.0,0,1.4368196769110717,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
32,81.25,-88.75,88.75,1.0,0,1.3723606572592693,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
33,83.75,-88.75,88.75,1.0,0,1.3720495077320876,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
34,86.25,-88.75,88.75,1.0,0,1.4322708067263243,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
35,88.75,-88.75,88.75,1.0,0,1.4412242458085014,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
36,91.25,-88.75,88.75,1.0,0,1.3970843560457684,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
37,93.75,-88.75,88.75,1.0,0,1.3926583714892,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
38,96.25,-88.75,88.75,1.0,0,1.3977437695053856,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
39,98.75,-88.75,88.75,1.0,0,1.4179773094802561,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
40,101.25,-88.75,88.75,1.0,0,1.425369966659734,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
41,103.75,-88.75,88.75,1.0,0,1.4270093991436101,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
42,106.25,-88.75,88.75,1.0,0,1.4816569743677026,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
43,108.75,-88.75,88.75,1.0,0,1.4438501942872113,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
44,111.25,-88.75,88.75,1.0,0,1.4189568533927013,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
45,113.75,-88.75,88.75,1.0,0,1.4478132930792478,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
46,116.25,-88.75,88.75,1.0,0,1.4595117536203974,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
47,118.75,-88.75,88.75,1.0,0,1.3866141757151542,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
48,121.25,-88.75,88.75,1.0,0,1.330301955233085,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
49,123.75,-88.75,88.75,1.0,0,1.3973283610718084,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
50,126.25,-88.75,88.75,1.0,0,1.4148898859738606,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
51,128.75,-88.75,88.75,1.0,0,1.4272555196560346,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
52,131.25,-88.75,88.75,1.0,0,1.45142784250666,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
53,133.75,-88.75,88.75,1.0,0,1.4457686445161857,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
54,136.25,-88.75,88.75,1.0,0,1.4381200862174994,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
55,138.75,-88.75,88.75,1.0,0,1.479588873029067,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
56,141.25,-88.75,88.75,1.0,0,1.483438105565069,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
57,143.75,-88.75,88.75,1.0,0,1.417070197332746,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
58,146.25,-88.75,88.75,1.0,0,1.4203173567919407,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
59,148.75,-88.75,88.75,1.0,0,1.457625720383861,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
60,151.25,-88.75,88.75,1.0,0,1.4014795883245545,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
61,153.75,-88.75,88.75,1.0,0,1.3187702770675958,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
62,156.25,-88.75,88.75,1.0,0,1.366514541102259,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
63,158.75,-88.75,88.75,1.0,0,1.4210586358615869,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
64,161.25,-88.75,88.75,1.0,0,1.3654529797727353,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
65,163.75,-88.75,88.75,1.0,0,1.3267242687954897,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
66,166.25,-88.75,88.75,1.0,0,1.3076909281241769,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
67,168.75,-88.75,88.75,1.0,0,1.309023131900961,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
68,171.25,-88.75,88.75,1.0,0,1.3494581456804298,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
69,173.75,-88.75,88.75,1.0,0,1.3424409110877038,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
70,176.25,-88.75,88.75,1.0,0,1.3117409419825798,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
71,178.75,-88.75,88.75,1.0,0,1.2797979610528714,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
72,181.25,-88.75,88.75,1.0,0,1.2741800321696757,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
73,183.75,-88.75,88.75,1.0,0,1.2735384604875057,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
74,186.25,-88.75,88.75,1.0,0,1.2705144840332285,0.7288176018672159,1.2,-0.1,0.0,0.0,-3.002795425352133e-17,-0.011596171825957116,-0.04648246627343931
