grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend_forced
0,163.75,-76.25,76.25,0.0,4,-0.03565494423939261
1,166.25,-76.25,76.25,0.0,4,-0.048053858255178154
2,168.75,-76.25,76.25,0.0,4,-0.04528989112544599
3,171.25,-76.25,76.25,0.0,4,-0.04950664450254408
4,173.75,-76.25,76.25,0.0,4,-0.05569842517553851
5,176.25,-76.25,76.25,0.0,4,-0.06570763919062832
6,178.75,-76.25,76.25,0.0,4,-0.07355597575559306
7,181.25,-76.25,76.25,0.0,4,-0.07345609008935869
8,183.75,-76.25,76.25,0.0,4,-0.0716043366014947
9,186.25,-76.25,76.25,0.0,4,-0.07618674193098707
10,188.75,-76.25,76.25,0.0,4,-0.08248347740114424
11,191.25,-76.25,76.25,0.0,4,-0.08513872721241245
12,193.75,-76.25,76.25,0.0,4,-0.08464419134504433
13,196.25,-76.25,76.25,0.0,4,-0.09016144497332552
14,198.75,-76.25,76.25,0.0,4,-0.09900676465114829
15,201.25,-76.25,76.25,0.0,4,-0.1087283516948913
16,203.75,-76.25,76.25,0.0,4,-0.11599829352159316
17,206.25,-76.25,76.25,0.0,4,-0.12673709249186188
18,208.75,-76.25,76.25,0.0,4,-0.12802538737638355
19,211.25,-76.25,76.25,0.0,4,-0.1237424740062034
20,303.75,-76.25,76.25,0.0,0,-0.18910968317465837
21,306.25,-76.25,76.25,0.0,4,-0.18999873892536723
22,308.75,-76.25,76.25,0.0,4,-0.1860579023748678
23,311.25,-76.25,76.25,0.0,4,-0.17722651101142423
24,313.75,-76.25,76.25,0.0,4,-0.17057055626923362
25,316.25,-76.25,76.25,0.0,4,-0.16460604295232367
26,318.75,-76.25,76.25,0.0,4,-0.15883994567199142
27,321.25,-76.25,76.25,0.0,4,-0.15318084094603915
28,323.75,-76.25,76.25,0.0,4,-0.1495654350030571
29,326.25,-76.25,76.25,0.0,4,-0.14922916538623543
30,328.75,-76.25,76.25,0.0,4,-0.14389431839693426
31,331.25,-76.25,76.25,0.0,4,-0.12986087604402802
32,333.75,-76.25,76.25,0.0,0,-0.12160622693635449
33,166.25,-73.75,73.75,0.0,4,0.011763585607525042
34,168.75,-73.75,73.75,0.0,4,0.02442914401753974
35,171.25,-73.75,73.75,0.0,4,-0.02316501788342349
36,173.75,-73.75,73.75,0.0,4,-0.0781555680704618
37,176.25,-73.75,73.75,0.0,4,-0.12808507160466645
38,178.75,-73.75,73.75,0.0,4,-0.19922328094495226
39,181.25,-73.75,73.75,0.0,4,-0.258792010752933
40,183.75,-73.75,73.75,0.0,4,-0.3284898066032426
41,186.25,-73.75,73.75,0.0,4,-0.3678433632231962
42,188.75,-73.75,73.75,0.0,4,-0.30917094390828204
43,191.25,-73.75,73.75,0.0,4,-0.21079120597129086
44,193.75,-73.75,73.75,0.0,4,-0.15366092586174876
45,196.25,-73.75,73.75,0.0,4,-0.12587925337482567
46,198.75,-73.75,73.75,0.0,4,-0.11849535645748405
47,201.25,-73.75,73.75,0.0,4,-0.12022441463712766
48,203.75,-73.75,73.75,0.0,4,-0.12342643191516285
49,206.25,-73.75,73.75,0.0,4,-0.1248733585246506
50,208.75,-73.75,73.75,0.0,4,-0.12550282018276557
51,211.25,-73.75,73.75,0.0,4,-0.13204741336557124
52,213.75,-73.75,73.75,0.0,4,-0.15443865402605783
53,216.25,-73.75,73.75,0.0,4,-0.1931704448249532
54,218.75,-73.75,73.75,0.0,4,-0.23170924731162898
55,221.25,-73.75,73.75,0.0,4,-0.24929091327979164
56,223.75,-73.75,73.75,0.0,4,-0.20972854051356363
57,226.25,-73.75,73.75,0.0,4,-0.16615411495902352
58,228.75,-73.75,73.75,0.0,4,-0.14516312314340288
59,231.25,-73.75,73.75,0.0,4,-0.1412351863555647
60,233.75,-73.75,73.75,0.0,0,-0.13863040998181306
61,241.25,-73.75,73.75,0.0,4,-0.021839713010686726
62,243.75,-73.75,73.75,0.0,4,-0.02946877314318202
63,246.25,-73.75,73.75,0.0,4,-0.04628493046455136
64,248.75,-73.75,73.75,0.0,4,-0.06384881252350977
65,251.25,-73.75,73.75,0.0,4,-0.047704334809544155
66,253.75,-73.75,73.75,0.0,4,-0.04088462384878154
67,256.25,-73.75,73.75,0.0,0,-0.054410476730405735
68,298.75,-73.75,73.75,0.0,0,-0.010923103662548655
69,301.25,-73.75,73.75,0.0,4,-0.08640796906884611
70,303.75,-73.75,73.75,0.0,4,-0.19531167174481665
71,306.25,-73.75,73.75,0.0,4,-0.22932199769902725
72,308.75,-73.75,73.75,0.0,4,-0.2502530887877965
73,311.25,-73.75,73.75,0.0,4,-0.2626522358744592
74,313.75,-73.75,73.75,0.0,4,-0.26651736086878525
75,316.25,-73.75,73.75,0.0,4,-0.2539972389122607
76,318.75,-73.75,73.75,0.0,4,-0.2394864419365423
77,321.25,-73.75,73.75,0.0,4,-0.23338835760568558
78,323.75,-73.75,73.75,0.0,4,-0.2299210900005707
79,326.25,-73.75,73.75,0.0,4,-0.2046909494907888
80,328.75,-73.75,73.75,0.0,4,-0.1653915063828095
81,331.25,-73.75,73.75,0.0,4,-0.13161627878210708
82,333.75,-73.75,73.75,0.0,4,-0.12016372687912602
83,336.25,-73.75,73.75,0.0,4,-0.12779716027784957
84,338.75,-73.75,73.75,0.0,4,-0.1304805823766727
85,341.25,-73.75,73.75,0.0,0,-0.1278815451847578
86,168.75,-71.25,71.25,0.0,4,-0.09662172120280485
87,171.25,-71.25,71.25,0.0,4,-0.09320105669665815
88,173.75,-71.25,71.25,0.0,4,-0.02040898481386474
89,176.25,-71.25,71.25,0.0,4,0.05704444605094045
90,178.75,-71.25,71.25,0.0,4,0.042698846408855504
91,181.25,-71.25,71.25,0.0,4,0.014848153295826933
92,183.75,-71.25,71.25,0.0,4,-0.008984986139275878
93,186.25,-71.25,71.25,0.0,4,-0.02640978329089885
94,188.75,-71.25,71.25,0.0,4,-0.027102479817709437
95,191.25,-71.25,71.25,0.0,4,-0.03451902009677916
96,193.75,-71.25,71.25,0.0,4,-0.04683471507358483
97,196.25,-71.25,71.25,0.0,4,-0.07329635148902207
98,198.75,-71.25,71.25,0.0,4,-0.09819265344902782
99,201.25,-71.25,71.25,0.0,4,-0.12771480794943502
100,203.75,-71.25,71.25,0.0,4,-0.14403256876311366
101,206.25,-71.25,71.25,0.0,4,-0.1574945338137084
102,208.75,-71.25,71.25,0.0,4,-0.15932160135687123
103,211.25,-71.25,71.25,0.0,4,-0.1499599687181254
104,213.75,-71.25,71.25,0.0,4,-0.13779002682850142
105,216.25,-71.25,71.25,0.0,4,-0.12268063429155249
106,218.75,-71.25,71.25,0.0,4,-0.1144366134149551
107,221.25,-71.25,71.25,0.0,4,-0.10911269056172901
108,223.75,-71.25,71.25,0.0,4,-0.10904312422374865
109,226.25,-71.25,71.25,0.0,4,-0.11742502300842789
110,228.75,-71.25,71.25,0.0,4,-0.13797371011741313
111,231.25,-71.25,71.25,0.0,4,-0.21828765971472594
112,233.75,-71.25,71.25,0.0,4,-0.29610080317708226
113,236.25,-71.25,71.25,0.0,4,-0.3196898494069691
114,238.75,-71.25,71.25,0.0,4,-0.2742504920333405
115,241.25,-71.25,71.25,0.0,4,-0.19623802178617442
116,243.75,-71.25,71.25,0.0,4,-0.1776227691726603
117,246.25,-71.25,71.25,0.0,4,-0.16364529182342977
118,248.75,-71.25,71.25,0.0,4,-0.11542866632566755
119,251.25,-71.25,71.25,0.0,4,-0.024434261294686434
120,253.75,-71.25,71.25,0.0,4,0.045956810086569766
121,256.25,-71.25,71.25,0.0,4,-0.07575772368366034
122,258.75,-71.25,71.25,0.0,4,-0.1589246732448623
123,261.25,-71.25,71.25,0.0,4,-0.14673404286268538
124,263.75,-71.25,71.25,0.0,4,-0.12989208746295597
125,266.25,-71.25,71.25,0.0,4,-0.12235689798902437
126,268.75,-71.25,71.25,0.0,4,-0.12451830433599682
127,271.25,-71.25,71.25,0.0,4,-0.10000971972285953
128,273.75,-71.25,71.25,0.0,4,-0.07820423898851753
129,276.25,-71.25,71.25,0.0,4,-0.02424285834664938
130,278.75,-71.25,71.25,0.0,4,0.03651809621459752
131,281.25,-71.25,71.25,0.0,4,0.04990700013187069
132,283.75,-71.25,71.25,0.0,4,0.02173342654158824
133,298.75,-71.25,71.25,0.0,4,-0.08224072708257175
134,301.25,-71.25,71.25,0.0,4,-0.16372384387987832
135,303.75,-71.25,71.25,0.0,4,-0.2750822679481633
136,306.25,-71.25,71.25,0.0,4,-0.42859831551053895
137,308.75,-71.25,71.25,0.0,4,-0.5897616147165515
138,311.25,-71.25,71.25,0.0,4,-0.5668700881521712
139,313.75,-71.25,71.25,0.0,4,-0.5411293257246786
140,316.25,-71.25,71.25,0.0,4,-0.5396642728852801
141,318.75,-71.25,71.25,0.0,4,-0.5384062241417009
142,321.25,-71.25,71.25,0.0,4,-0.5014707122944186
143,323.75,-71.25,71.25,0.0,4,-0.4617811983442069
144,326.25,-71.25,71.25,0.0,4,-0.47232566211335253
145,328.75,-71.25,71.25,0.0,4,-0.47180154454377465
146,331.25,-71.25,71.25,0.0,4,-0.38976438653851087
147,333.75,-71.25,71.25,0.0,4,-0.29110027563585955
148,336.25,-71.25,71.25,0.0,4,-0.18627478328857794
149,338.75,-71.25,71.25,0.0,4,-0.14458546901875488
150,341.25,-71.25,71.25,0.0,4,-0.1243919327679003
151,343.75,-71.25,71.25,0.0,4,-0.1282187756803404
152,346.25,-71.25,71.25,0.0,4,-0.1600517411866241
153,348.75,-71.25,71.25,0.0,4,-0.1808004636881521
154,1.25,-68.75,68.75,0.0,4,-0.10906296920608011
155,3.75,-68.75,68.75,0.0,4,-0.11776837410340123
156,6.25,-68.75,68.75,0.0,4,-0.13744281138622763
157,8.75,-68.75,68.75,0.0,4,-0.13820111386004374
158,11.25,-68.75,68.75,0.0,4,-0.1064852120897662
159,13.75,-68.75,68.75,0.0,4,-0.0850724133869525
160,16.25,-68.75,68.75,0.0,4,-0.06146445320412269
161,18.75,-68.75,68.75,0.0,4,-0.038955688584877114
162,21.25,-68.75,68.75,0.0,4,-0.01620000731015819
163,23.75,-68.75,68.75,0.0,4,-0.0100668174479967
164,26.25,-68.75,68.75,0.0,4,0.01003798065165437
165,28.75,-68.75,68.75,0.0,4,-0.01823578226479932
166,31.25,-68.75,68.75,0.0,4,-0.10368724454789141
167,33.75,-68.75,68.75,0.0,4,-0.12269617072230422
168,36.25,-68.75,68.75,0.0,4,-0.12545254618552987
169,38.75,-68.75,68.75,0.0,4,-0.11923312351555224
170,71.25,-68.75,68.75,0.0,4,-0.07436655487233776
171,73.75,-68.75,68.75,0.0,4,-0.08390172955209045
172,76.25,-68.75,68.75,0.0,4,-0.08864717458790475
173,78.75,-68.75,68.75,0.0,0,-0.09162828872703212
174,156.25,-68.75,68.75,0.0,4,-0.08769662577819537
175,158.75,-68.75,68.75,0.0,4,-0.0684753992537255
176,161.25,-68.75,68.75,0.0,4,-0.09015727758547967
177,163.75,-68.75,68.75,0.0,4,-0.10263185379388638
178,166.25,-68.75,68.75,0.0,4,-0.07425126908444615
179,168.75,-68.75,68.75,0.0,4,-0.050470486354928096
180,171.25,-68.75,68.75,0.0,4,0.060074540122592474
181,173.75,-68.75,68.75,0.0,4,0.05275641385210203
182,176.25,-68.75,68.75,0.0,4,0.020255813587990515
183,178.75,-68.75,68.75,0.0,4,-0.0006387737905275238
184,181.25,-68.75,68.75,0.0,4,-0.01066860273448751
185,183.75,-68.75,68.75,0.0,4,-0.012953716715515403
186,186.25,-68.75,68.75,0.0,4,-0.017569776055739155
187,188.75,-68.75,68.75,0.0,4,-0.020578467554399963
188,191.25,-68.75,68.75,0.0,4,-0.02887078867533786
189,193.75,-68.75,68.75,0.0,4,-0.04133327875195796
190,196.25,-68.75,68.75,0.0,4,-0.07499601255688779
191,198.75,-68.75,68.75,0.0,4,-0.11320298483126896
192,201.25,-68.75,68.75,0.0,4,-0.1632620578120784
193,203.75,-68.75,68.75,0.0,4,-0.19565490196120622
194,206.25,-68.75,68.75,0.0,4,-0.22206896389169484
195,208.75,-68.75,68.75,0.0,4,-0.22662231987992007
196,211.25,-68.75,68.75,0.0,4,-0.21300360316795208
197,213.75,-68.75,68.75,0.0,4,-0.19160582277875757
198,216.25,-68.75,68.75,0.0,4,-0.15097134534763654
199,218.75,-68.75,68.75,0.0,4,-0.12006006175352352
200,221.25,-68.75,68.75,0.0,4,-0.09314094454149481
201,223.75,-68.75,68.75,0.0,4,-0.08609673701811095
202,226.25,-68.75,68.75,0.0,4,-0.09906117066667296
203,228.75,-68.75,68.75,0.0,4,-0.11967624212389052
204,231.25,-68.75,68.75,0.0,4,-0.1489430500555586
205,233.75,-68.75,68.75,0.0,4,-0.16931615298826663
206,236.25,-68.75,68.75,0.0,4,-0.1949614174304752
207,238.75,-68.75,68.75,0.0,4,-0.21392147596257644
208,241.25,-68.75,68.75,0.0,4,-0.24274452897996285
209,243.75,-68.75,68.75,0.0,4,-0.26571190628704305
210,246.25,-68.75,68.75,0.0,4,-0.28296677993654623
211,248.75,-68.75,68.75,0.0,4,-0.2905913416767499
212,251.25,-68.75,68.75,0.0,4,-0.28812784651830786
213,253.75,-68.75,68.75,0.0,4,-0.2657913588131732
