grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,163.75,-76.25,76.25,0.0,4,0.08244903337143843,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
1,166.25,-76.25,76.25,0.0,4,0.09040786269549124,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
2,168.75,-76.25,76.25,0.0,4,0.09627010927208882,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
3,171.25,-76.25,76.25,0.0,4,0.07684298184055255,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
4,173.75,-76.25,76.25,0.0,4,0.04652859472101596,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
5,176.25,-76.25,76.25,0.0,4,0.01257316900542614,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
6,178.75,-76.25,76.25,0.0,4,-0.03255504793797063,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
7,181.25,-76.25,76.25,0.0,4,-0.06307966776924519,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
8,183.75,-76.25,76.25,0.0,4,-0.06968445108557277,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
9,186.25,-76.25,76.25,0.0,4,-0.059727885017267134,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
10,188.75,-76.25,76.25,0.0,4,-0.04905664291838805,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
11,191.25,-76.25,76.25,0.0,4,-0.0599706043028405,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
12,193.75,-76.25,76.25,0.0,4,-0.09768620917200471,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
13,196.25,-76.25,76.25,0.0,4,-0.13557373194580888,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
14,198.75,-76.25,76.25,0.0,4,-0.17672900992357196,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
15,201.25,-76.25,76.25,0.0,4,-0.23064616361211437,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
16,203.75,-76.25,76.25,0.0,4,-0.27915186495933303,1.1324394240217694,1.2,-0.1,0.0,0.0,-3.3364393615023704e-17,-0.012911538502897979,-0.04001174813719289
