grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,pr_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,1.25,-88.75,88.75,1.0,0,0.020071697798741496,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
1,3.75,-88.75,88.75,1.0,0,0.019792870800962717,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
2,6.25,-88.75,88.75,1.0,0,0.019521017336123787,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
3,8.75,-88.75,88.75,1.0,0,0.019243982729795606,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
4,11.25,-88.75,88.75,1.0,0,0.019013055920814252,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
5,13.75,-88.75,88.75,1.0,0,0.01883084700179319,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
6,16.25,-88.75,88.75,1.0,0,0.01870845470708276,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
7,18.75,-88.75,88.75,1.0,0,0.018619455607773592,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
8,21.25,-88.75,88.75,1.0,0,0.01858416451843345,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
9,23.75,-88.75,88.75,1.0,0,0.018593396568314702,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
10,26.25,-88.75,88.75,1.0,0,0.01860460480234061,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
11,28.75,-88.75,88.75,1.0,0,0.018645441128107242,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
12,31.25,-88.75,88.75,1.0,0,0.018765492774668165,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
13,33.75,-88.75,88.75,1.0,0,0.018929394040424298,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
14,36.25,-88.75,88.75,1.0,0,0.019103459199186164,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
15,38.75,-88.75,88.75,1.0,0,0.019320694841868553,1.710534675156125,1.2,-0.1,0.0,0.0,2.552376111549313e-16,0.03920988834810359,-0.04837002195948048
