GMST_trend,AMV_index,IPO_index,lat_abs,land_fraction,ocean_basin,member_id,POINT_X,POINT_Y
0.7718319367976098,-0.40338582580766696,0.023685848002744595,0.20844396564290052,-1.164362097825819,-0.849144111439021,0.4257302588091219,1.25,-88.75
0.7838680738530125,-0.4174947135511102,0.038682719637470525,0.23978187010400892,3.1863400806741993e-12,-1.7434387267201146e-12,0.43149245434399525,3.75,-88.75
0.7862309968830543,-0.4207208794932201,0.050428921451835335,0.2642486283759689,4.083677840327482e-12,-2.962574630060999e-12,0.4371803388392783,6.25,-88.75
0.7960270683214666,-0.4333577694577703,0.057786007676207014,0.29601412456746623,8.02857780257682e-13,-1.337041588556076e-12,0.4424439171986652,8.75,-88.75
0.7858128554659666,-0.4283166447191169,0.06122109054161944,0.3259509246312159,3.4692804184999204e-12,-5.129119351465761e-12,0.44383882449941947,11.25,-88.75
0.7694837303632198,-0.42317464238461766,0.06595587040516541,0.3625753507458919,5.518641099655497e-12,-2.2009893907437572e-12,0.4471722147554899,13.75,-88.75
0.754092733929214,-0.42089941064065284,0.0649430233936647,0.37701692631682115,2.4522051056408145e-12,-1.1914080833008711e-12,0.4460544958710528,16.25,-88.75
0.736380936700203,-0.4166497304988745,0.06436436373299434,0.40282465068723206,2.0585755322599653e-12,-5.892730747802943e-12,0.443574978903765,18.75,-88.75
0.7180391376445201,-0.41151118790248,0.06398397927663486,0.4351939679616719,-2.7816082770470985e-12,-1.0464962230116726e-12,0.4404272772629624,21.25,-88.75
0.700097642502025,-0.40699089602118654,0.06431195497027672,0.4689366152068097,3.901823308893881e-12,-5.164924044009922e-12,0.43812895030468635,23.75,-88.75
0.6828621921715303,-0.4031628594106286,0.0642095427864329,0.49686031832144845,4.248545959484318e-13,-5.972028427336795e-12,0.4358071978398043,26.25,-88.75
0.6653485826718517,-0.40016461062341385,0.06455531271441386,0.5103363545442139,3.31237814954477e-12,-8.36949953786359e-12,0.434401055415926,28.75,-88.75
0.6465826222598203,-0.3968426363307886,0.06517610601973202,0.5035338251491203,-2.9463653739014717e-12,1.0937639682850886e-12,0.43244486731135345,31.25,-88.75
0.6263179410901427,-0.3921624531776347,0.06500693234772682,0.4785370696020493,-2.5423274596647616e-12,-7.772393839644565e-13,0.42737993775721916,33.75,-88.75
0.6045263467457287,-0.3865585792107999,0.06532040799866837,0.4520047850765289,-1.882161093647028e-12,1.3666845433135677e-13,0.42229686125881255,36.25,-88.75
0.5820772517856426,-0.3805650335122975,0.06685371114005413,0.4179801500333451,-1.9106938253798944e-13,2.1091461910316411e-13,0.419583880341153,38.75,-88.75
0.5600657452259241,-0.37381123961950463,0.06998861304855225,0.38076397069832024,-2.17773021837786e-12,-3.132216708223723e-13,0.42008933004174287,41.25,-88.75
0.5396533995074249,-0.36647458718083176,0.07534741784098371,0.3451611129393459,6.0698390758062715e-12,4.941325126850415e-13,0.423678832488069,43.75,-88.75
0.5220550710515883,-0.3578306078637902,0.08159280945953819,0.3226035495962365,9.082734564458406e-13,2.595312853514997e-12,0.4271646412536099,46.25,-88.75
0.5076467528099537,-0.3473387409079871,0.08783886638041292,0.32432520246850066,4.197614478229639e-12,6.306899447139358e-13,0.42862855495630214,48.75,-88.75
0.4958385475929295,-0.33519025502185695,0.09360966852896599,0.35306868254014606,9.032719017199042e-12,-2.7837177007938863e-12,0.4262675523542804,51.25,-88.75
0.48642126024946275,-0.32224342793324046,0.10039612197600438,0.4052795375768793,1.1396439347777232e-13,-5.93682047966837e-12,0.42157822542497475,53.75,-88.75
0.4784637323323939,-0.30928554950770937,0.11000321923349113,0.47571931802347245,-6.236691718619625e-12,-2.314259894831139e-13,0.41680983172153163,56.25,-88.75
0.47211082148286954,-0.29605222577532736,0.12114233344244178,0.5602130499374104,-1.149302875091962e-12,-1.2851456010487539e-12,0.4107618708111957,58.75,-88.75
0.468072814395366,-0.28354187451664903,0.13327588800495652,0.6524469600848943,-2.5745794385301224e-12,-2.954195915672031e-12,0.40464918688160084,61.25,-88.75
0.46656016741707007,-0.27258055868465214,0.1452026654744946,0.7385241533357035,-7.944473637971905e-12,-5.127027979685145e-12,0.3987942127983848,63.75,-88.75
0.46736430981386995,-0.2635572003538904,0.15595494006055496,0.8107967079780403,-4.6538085884950675e-12,-4.949072401894128e-12,0.3937931975703151,66.25,-88.75
0.47043341775041425,-0.2565708316042665,0.164905354803878,0.8643415403382029,-1.2767328860796567e-11,-3.676024762366836e-12,0.3905993531989906,68.75,-88.75
0.47540770296930135,-0.2509176131697276,0.17170360687273095,0.9005289047016629,-6.630640481120054e-12,-3.868655396033205e-12,0.38835941911392574,71.25,-88.75
0.48218641552178854,-0.24614692212451372,0.17628713367704615,0.928644838928124,-1.3106016272246279e-11,-4.8906920180336044e-12,0.38752958794031106,73.75,-88.75
0.4894671153433646,-0.2413222247935497,0.17788106349991054,0.9421429980743038,-1.0967546315576726e-11,-6.839875887898472e-13,0.38669201470268966,76.25,-88.75
0.4955626644572977,-0.23574422881973833,0.1772014382919549,0.9400927094115505,-1.727586129707248e-11,-2.5512369994373785e-12,0.38524936101297846,78.75,-88.75
0.49974367383481066,-0.22962165560184966,0.17377179153660655,0.9296009821684118,-1.523577791706643e-11,-4.2905956565419956e-12,0.382806321339506,81.25,-88.75
0.5026181221056192,-0.2232378029929205,0.16765615095642455,0.9098860541496773,-5.845948725102801e-12,-8.512086868694979e-12,0.378987087572625,83.75,-88.75
0.5048036149773332,-0.2172525634822262,0.1594420019719887,0.8816476318847013,-1.2149260764093839e-11,5.178184270260289e-13,0.3751137921481684,86.25,-88.75
0.5071578117247877,-0.21211882248456415,0.15019754087328557,0.8465619179561671,-2.0009618961758235e-12,-7.2498812508925425e-12,0.37306027524433016,88.75,-88.75
0.5092469908329931,-0.2062420737262849,0.14017211516258613,0.8055484096733136,-1.0641255292296453e-11,-5.8181246821199795e-12,0.3725927120572064,91.25,-88.75
0.5110224268099168,-0.19872759194132117,0.1295334814165897,0.7653897488165752,-1.086016346296681e-11,-2.2505591140697945e-12,0.37324901469625854,93.75,-88.75
0.5131401859721823,-0.19019687078060055,0.12000920433812763,0.724957796613563,-3.4172040197510967e-12,-2.782329922013105e-12,0.3767402171651131,96.25,-88.75
0.5160629042128717,-0.18181084477267762,0.11206001540016021,0.6804062009096206,-1.2998283005494216e-12,-4.971828504451992e-12,0.3832203186390551,98.75,-88.75
0.5189650834403887,-0.17381248162949114,0.10535468122149289,0.63485326785528,-3.5413616483737087e-12,-6.311298705874435e-12,0.3896192618328157,101.25,-88.75
0.52075095459638,-0.16611084866635312,0.0968939528488151,0.582235691910402,6.113054507039806e-12,-9.495473851650615e-12,0.39093829306861866,103.75,-88.75
0.520379739699403,-0.15915283544654046,0.08776495067245323,0.5214707039266859,2.2517682163325503e-12,-5.921485524140735e-12,0.38751090743683486,106.25,-88.75
0.5182403451339501,-0.15366853123777535,0.0793514358737758,0.449319591228289,7.084000053225736e-12,-4.356237592872958e-14,0.38192576844613635,108.75,-88.75
0.5134437399281,-0.14914028416677783,0.07231068064958275,0.37416023519692343,3.4236502521878265e-12,-1.0867140520787189e-12,0.37444833416868295,111.25,-88.75
0.5060656530209683,-0.14508011718689262,0.06753432552578177,0.3090231276847004,4.784006524261031e-12,5.182798634706387e-13,0.36648194551120994,113.75,-88.75
0.4969221423074058,-0.14057684001709178,0.0635492026075025,0.2696681517499404,7.943340429861223e-12,-1.9733936706956e-12,0.3575639967356197,116.25,-88.75
0.48624122670780273,-0.13519473161781723,0.06036181943636084,0.2618191460607254,1.1853629189317871e-11,-3.4553748751164903e-12,0.34836359805225553,118.75,-88.75
0.4750073507397602,-0.12917658543382568,0.05897046045398596,0.27433029940219594,2.1495860647036125e-12,-1.4209466936421222e-12,0.3411299753457439,121.25,-88.75
0.46375565642387173,-0.12287711911109296,0.058467462578771875,0.29632708570354244,8.665790307560428e-12,-6.2995303418134085e-12,0.3354223713104513,123.75,-88.75
