grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,pr_trend_forced
0,1.25,-88.75,88.75,1.0,0,0.017182356627465614
1,3.75,-88.75,88.75,1.0,0,0.016993752635196605
2,6.25,-88.75,88.75,1.0,0,0.01681778348541369
3,8.75,-88.75,88.75,1.0,0,0.01663391207291231
4,11.25,-88.75,88.75,1.0,0,0.01648625544688683
5,13.75,-88.75,88.75,1.0,0,0.01635173326693934
6,16.25,-88.75,88.75,1.0,0,0.01622385281096458
7,18.75,-88.75,88.75,1.0,0,0.016106314340521014
8,21.25,-88.75,88.75,1.0,0,0.01601766112418371
9,23.75,-88.75,88.75,1.0,0,0.015940158542721787
10,26.25,-88.75,88.75,1.0,0,0.015862251035271974
11,28.75,-88.75,88.75,1.0,0,0.01578715093636187
12,31.25,-88.75,88.75,1.0,0,0.015709711021089097
13,33.75,-88.75,88.75,1.0,0,0.01563120180994233
14,36.25,-88.75,88.75,1.0,0,0.015548826437673328
15,38.75,-88.75,88.75,1.0,0,0.015456034940311338
16,41.25,-88.75,88.75,1.0,0,0.015326966902313917
17,43.75,-88.75,88.75,1.0,0,0.015165860333393446
18,46.25,-88.75,88.75,1.0,0,0.014990356412512493
19,48.75,-88.75,88.75,1.0,0,0.014803532282100632
20,51.25,-88.75,88.75,1.0,0,0.01456773327915939
21,53.75,-88.75,88.75,1.0,0,0.01429674134641865
22,56.25,-88.75,88.75,1.0,0,0.014042082405348238
23,58.75,-88.75,88.75,1.0,0,0.013785304113638992
24,61.25,-88.75,88.75,1.0,0,0.01350714425008459
25,63.75,-88.75,88.75,1.0,0,0.013250385225797438
26,66.25,-88.75,88.75,1.0,0,0.01298032569265349
27,68.75,-88.75,88.75,1.0,0,0.012735966935732534
28,71.25,-88.75,88.75,1.0,0,0.012522624812980568
29,73.75,-88.75,88.75,1.0,0,0.012379678785713059
30,76.25,-88.75,88.75,1.0,0,0.012230777478068841
31,78.75,-88.75,88.75,1.0,0,0.01208625243328551
32,81.25,-88.75,88.75,1.0,0,0.012008861117750848
33,83.75,-88.75,88.75,1.0,0,0.011966435993106376
34,86.25,-88.75,88.75,1.0,0,0.011923062304580838
35,88.75,-88.75,88.75,1.0,0,0.011904148179630123
36,91.25,-88.75,88.75,1.0,0,0.011910486173934247
37,93.75,-88.75,88.75,1.0,0,0.011938661631970326
38,96.25,-88.75,88.75,1.0,0,0.011955120690316122
39,98.75,-88.75,88.75,1.0,0,0.011980763485146538
