grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tas_trend_forced
0,1.25,-88.75,88.75,1.0,0,1.8763583205545382
1,3.75,-88.75,88.75,1.0,0,1.882032540335467
2,6.25,-88.75,88.75,1.0,0,1.8878951455840254
3,8.75,-88.75,88.75,1.0,0,1.8942506935512498
4,11.25,-88.75,88.75,1.0,0,1.9008801979219585
5,13.75,-88.75,88.75,1.0,0,1.9100200451924538
6,16.25,-88.75,88.75,1.0,0,1.919857626013054
7,18.75,-88.75,88.75,1.0,0,1.9293187564145329
8,21.25,-88.75,88.75,1.0,0,1.9380127261432587
9,23.75,-88.75,88.75,1.0,0,1.946726132542607
10,26.25,-88.75,88.75,1.0,0,1.955452373268668
11,28.75,-88.75,88.75,1.0,0,1.9630867203963163
12,31.25,-88.75,88.75,1.0,0,1.969089285924985
13,33.75,-88.75,88.75,1.0,0,1.9755090761499148
14,36.25,-88.75,88.75,1.0,0,1.9796344437431552
15,38.75,-88.75,88.75,1.0,0,1.9835325200380969
16,41.25,-88.75,88.75,1.0,0,1.9872695777116713
17,43.75,-88.75,88.75,1.0,0,1.991156428700455
18,46.25,-88.75,88.75,1.0,0,1.9946068713960632
19,48.75,-88.75,88.75,1.0,0,1.9974628975031234
20,51.25,-88.75,88.75,1.0,0,2.0007206078367115
21,53.75,-88.75,88.75,1.0,0,2.005796279276075
22,56.25,-88.75,88.75,1.0,0,2.011396064718076
23,58.75,-88.75,88.75,1.0,0,2.0164448911322563
24,61.25,-88.75,88.75,1.0,0,2.0217196500789893
25,63.75,-88.75,88.75,1.0,0,2.0269351053510287
26,66.25,-88.75,88.75,1.0,0,2.030851321715931
27,68.75,-88.75,88.75,1.0,0,2.0346696668584197
28,71.25,-88.75,88.75,1.0,0,2.0381228336461272
29,73.75,-88.75,88.75,1.0,0,2.040010254801472
30,76.25,-88.75,88.75,1.0,0,2.04250495765827
31,78.75,-88.75,88.75,1.0,0,2.0442724433728303
32,81.25,-88.75,88.75,1.0,0,2.0434416230363914
33,83.75,-88.75,88.75,1.0,0,2.0434610445012535
34,86.25,-88.75,88.75,1.0,0,2.0419193366285286
35,88.75,-88.75,88.75,1.0,0,2.0393730289155134
36,91.25,-88.75,88.75,1.0,0,2.0352582599471862
37,93.75,-88.75,88.75,1.0,0,2.0301061290178826
38,96.25,-88.75,88.75,1.0,0,2.024947385413566
39,98.75,-88.75,88.75,1.0,0,2.018203948128103
40,101.25,-88.75,88.75,1.0,0,2.009350829861593
41,103.75,-88.75,88.75,1.0,0,1.999163608071087
42,106.25,-88.75,88.75,1.0,0,1.9899072009638155
43,108.75,-88.75,88.75,1.0,0,1.979471089047728
44,111.25,-88.75,88.75,1.0,0,1.9692197061088446
45,113.75,-88.75,88.75,1.0,0,1.9592122176794489
46,116.25,-88.75,88.75,1.0,0,1.9489562966497929
47,118.75,-88.75,88.75,1.0,0,1.938600532891356
48,121.25,-88.75,88.75,1.0,0,1.9291281313868789
49,123.75,-88.75,88.75,1.0,0,1.9171732628058824
50,126.25,-88.75,88.75,1.0,0,1.9075431560808047
51,128.75,-88.75,88.75,1.0,0,1.898555254447528
52,131.25,-88.75,88.75,1.0,0,1.8885035962319565
53,133.75,-88.75,88.75,1.0,0,1.878960648749781
54,136.25,-88.75,88.75,1.0,0,1.870426742433161
55,138.75,-88.75,88.75,1.0,0,1.862195084070886
56,141.25,-88.75,88.75,1.0,0,1.8533266544060023
57,143.75,-88.75,88.75,1.0,0,1.843816779501994
58,146.25,-88.75,88.75,1.0,0,1.8331675190265644
59,148.75,-88.75,88.75,1.0,0,1.8193016045325248
60,151.25,-88.75,88.75,1.0,0,1.8024086287663525
61,153.75,-88.75,88.75,1.0,0,1.7832549845450218
62,156.25,-88.75,88.75,1.0,0,1.7632311324098842
63,158.75,-88.75,88.75,1.0,0,1.7438412342815466
64,161.25,-88.75,88.75,1.0,0,1.7265548688212002
65,163.75,-88.75,88.75,1.0,0,1.711878504280211
66,166.25,-88.75,88.75,1.0,0,1.6984316608716306
67,168.75,-88.75,88.75,1.0,0,1.685811366959916
68,171.25,-88.75,88.75,1.0,0,1.6749851462083445
69,173.75,-88.75,88.75,1.0,0,1.666093050225514
70,176.25,-88.75,88.75,1.0,0,1.6572859059319027
71,178.75,-88.75,88.75,1.0,0,1.648944818852056
72,181.25,-88.75,88.75,1.0,0,1.6414412804279692
73,183.75,-88.75,88.75,1.0,0,1.6345873546000487
74,186.25,-88.75,88.75,1.0,0,1.6282426252529112
75,188.75,-88.75,88.75,1.0,0,1.6233064508565036
76,191.25,-88.75,88.75,1.0,0,1.618312592225024
77,193.75,-88.75,88.75,1.0,0,1.6129323961174027
78,196.25,-88.75,88.75,1.0,0,1.6090201058434461
79,198.75,-88.75,88.75,1.0,0,1.605639902919655
80,201.25,-88.75,88.75,1.0,0,1.6024396482668646
81,203.75,-88.75,88.75,1.0,0,1.5997868875865486
82,206.25,-88.75,88.75,1.0,0,1.59788631587128
83,208.75,-88.75,88.75,1.0,0,1.596679124491224
84,211.25,-88.75,88.75,1.0,0,1.5964614213067334
85,213.75,-88.75,88.75,1.0,0,1.5964846098722798
86,216.25,-88.75,88.75,1.0,0,1.5979786581491047
87,218.75,-88.75,88.75,1.0,0,1.599846260358352
88,221.25,-88.75,88.75,1.0,0,1.6021229810072373
89,223.75,-88.75,88.75,1.0,0,1.605388124106427
90,226.25,-88.75,88.75,1.0,0,1.6092967094624566
91,228.75,-88.75,88.75,1.0,0,1.6132361648892926
92,231.25,-88.75,88.75,1.0,0,1.617174807733167
93,233.75,-88.75,88.75,1.0,0,1.6219561235545061
94,236.25,-88.75,88.75,1.0,0,1.6280200732992969
95,238.75,-88.75,88.75,1.0,0,1.6334635812252307
96,241.25,-88.75,88.75,1.0,0,1.6381989604193692
97,243.75,-88.75,88.75,1.0,0,1.6437112117042163
98,246.25,-88.75,88.75,1.0,0,1.648557665293156
99,248.75,-88.75,88.75,1.0,0,1.6525448406775491
100,251.25,-88.75,88.75,1.0,0,1.6564125269071823
101,253.75,-88.75,88.75,1.0,0,1.660637525105541
102,256.25,-88.75,88.75,1.0,0,1.664585874541741
103,258.75,-88.75,88.75,1.0,0,1.6694643633911663
104,261.25,-88.75,88.75,1.0,0,1.6734473855711485
105,263.75,-88.75,88.75,1.0,0,1.677322909268297
106,266.25,-88.75,88.75,1.0,0,1.6812136237655007
107,268.75,-88.75,88.75,1.0,0,1.685389690127816
108,271.25,-88.75,88.75,1.0,0,1.6896577802074506
109,273.75,-88.75,88.75,1.0,0,1.6936497599176705
110,276.25,-88.75,88.75,1.0,0,1.6973545394773877
111,278.75,-88.75,88.75,1.0,0,1.7014237137246229
112,281.25,-88.75,88.75,1.0,0,1.706347156474668
113,283.75,-88.75,88.75,1.0,0,1.7098064232161962
114,286.25,-88.75,88.75,1.0,0,1.7142530857990013
115,288.75,-88.75,88.75,1.0,0,1.718773739511839
