grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend_forced
0,163.75,-76.25,76.25,0.0,4,0.06073353246271967
1,166.25,-76.25,76.25,0.0,4,0.048033429377252385
2,168.75,-76.25,76.25,0.0,4,0.04385497310449602
3,171.25,-76.25,76.25,0.0,4,0.04831634353873858
4,173.75,-76.25,76.25,0.0,4,0.054787412683696274
5,176.25,-76.25,76.25,0.0,4,0.03371375162766009
6,178.75,-76.25,76.25,0.0,4,0.007101380692585581
7,181.25,-76.25,76.25,0.0,4,-0.017854200376620565
8,183.75,-76.25,76.25,0.0,4,-0.040063225428288114
9,186.25,-76.25,76.25,0.0,4,-0.04509363594974697
10,188.75,-76.25,76.25,0.0,4,-0.03195045951410019
11,191.25,-76.25,76.25,0.0,4,-0.020235035510008145
12,193.75,-76.25,76.25,0.0,4,-0.011610802562161198
13,196.25,-76.25,76.25,0.0,4,-0.004632922546401724
14,198.75,-76.25,76.25,0.0,4,-0.003048271528980442
15,201.25,-76.25,76.25,0.0,4,-0.0033004691808891816
16,203.75,-76.25,76.25,0.0,4,-0.001173398075752361
17,206.25,-76.25,76.25,0.0,4,0.002542944816270492
18,208.75,-76.25,76.25,0.0,4,0.007335347608065329
19,211.25,-76.25,76.25,0.0,4,0.012510923167849412
20,306.25,-76.25,76.25,0.0,4,-0.012744148930407461
21,308.75,-76.25,76.25,0.0,4,-0.018175444495988305
22,311.25,-76.25,76.25,0.0,4,-0.01625969682248445
23,313.75,-76.25,76.25,0.0,4,-0.015284644553071098
24,316.25,-76.25,76.25,0.0,4,-0.012875087063196622
25,318.75,-76.25,76.25,0.0,4,-0.008707466900691732
26,321.25,-76.25,76.25,0.0,4,-0.007063121152794958
27,323.75,-76.25,76.25,0.0,4,-0.00856748434122098
28,326.25,-76.25,76.25,0.0,4,-0.011185087929863984
29,328.75,-76.25,76.25,0.0,4,-0.008903716351903119
30,331.25,-76.25,76.25,0.0,4,-0.020508169238259388
31,166.25,-73.75,73.75,0.0,4,0.022512131027809027
32,168.75,-73.75,73.75,0.0,4,0.015573511360233484
33,171.25,-73.75,73.75,0.0,4,-0.007540124730754168
34,173.75,-73.75,73.75,0.0,4,-0.03986393302006199
35,176.25,-73.75,73.75,0.0,4,-0.06048512366725637
36,178.75,-73.75,73.75,0.0,4,-0.05506001733234752
37,181.25,-73.75,73.75,0.0,4,-0.03711906534188435
38,183.75,-73.75,73.75,0.0,4,-0.034577845397608116
39,186.25,-73.75,73.75,0.0,4,-0.022311953713734758
40,188.75,-73.75,73.75,0.0,4,-0.0074812722538596214
41,191.25,-73.75,73.75,0.0,4,-0.00036751388658244345
42,193.75,-73.75,73.75,0.0,4,0.0022966651644474277
43,196.25,-73.75,73.75,0.0,4,0.0049230723152146084
44,198.75,-73.75,73.75,0.0,4,0.006686536074691214
45,201.25,-73.75,73.75,0.0,4,0.008217956067362236
46,203.75,-73.75,73.75,0.0,4,0.010118718677086013
47,206.25,-73.75,73.75,0.0,4,0.011627311276126645
48,208.75,-73.75,73.75,0.0,4,0.014064585244322775
49,211.25,-73.75,73.75,0.0,4,0.01601202432866475
50,213.75,-73.75,73.75,0.0,4,0.016570917758840377
51,216.25,-73.75,73.75,0.0,4,0.016492238044097534
52,218.75,-73.75,73.75,0.0,4,0.01523692978471216
53,221.25,-73.75,73.75,0.0,4,0.01571009192189381
54,223.75,-73.75,73.75,0.0,4,0.016703810476134798
