grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,psl_trend_forced
0,1.25,-88.75,88.75,1.0,0,-262.63036941269763
1,3.75,-88.75,88.75,1.0,0,-264.53601803223205
2,6.25,-88.75,88.75,1.0,0,-266.39779005799454
3,8.75,-88.75,88.75,1.0,0,-268.2058313626904
4,11.25,-88.75,88.75,1.0,0,-270.06919249637895
5,13.75,-88.75,88.75,1.0,0,-271.8446915941838
6,16.25,-88.75,88.75,1.0,0,-273.4199457018442
7,18.75,-88.75,88.75,1.0,0,-274.9149054162561
8,21.25,-88.75,88.75,1.0,0,-276.32766897803486
9,23.75,-88.75,88.75,1.0,0,-277.6573525528191
10,26.25,-88.75,88.75,1.0,0,-278.90395493576597
11,28.75,-88.75,88.75,1.0,0,-280.06842644120263
12,31.25,-88.75,88.75,1.0,0,-281.15278524201403
13,33.75,-88.75,88.75,1.0,0,-282.22577089197245
14,36.25,-88.75,88.75,1.0,0,-283.207739592247
15,38.75,-88.75,88.75,1.0,0,-284.0491156411268
16,41.25,-88.75,88.75,1.0,0,-284.8258604641484
17,43.75,-88.75,88.75,1.0,0,-285.54211046626006
18,46.25,-88.75,88.75,1.0,0,-286.20204399975887
19,48.75,-88.75,88.75,1.0,0,-286.8097112064491
20,51.25,-88.75,88.75,1.0,0,-287.368981842419
21,53.75,-88.75,88.75,1.0,0,-287.88358783971603
22,56.25,-88.75,88.75,1.0,0,-288.38934446624825
23,58.75,-88.75,88.75,1.0,0,-288.84793867558716
24,61.25,-88.75,88.75,1.0,0,-289.2364556769895
25,63.75,-88.75,88.75,1.0,0,-289.59208701233297
26,66.25,-88.75,88.75,1.0,0,-289.91559905989675
27,68.75,-88.75,88.75,1.0,0,-290.20746751540383
28,71.25,-88.75,88.75,1.0,0,-290.4677010043731
29,73.75,-88.75,88.75,1.0,0,-290.6955512025579
30,76.25,-88.75,88.75,1.0,0,-290.8893625985575
31,78.75,-88.75,88.75,1.0,0,-291.05576837777136
32,81.25,-88.75,88.75,1.0,0,-291.17095410795184
33,83.75,-88.75,88.75,1.0,0,-291.22842529729434
34,86.25,-88.75,88.75,1.0,0,-291.23547453279184
35,88.75,-88.75,88.75,1.0,0,-291.1866258009986
36,91.25,-88.75,88.75,1.0,0,-291.0759489359779
37,93.75,-88.75,88.75,1.0,0,-290.8970169858439
38,96.25,-88.75,88.75,1.0,0,-290.6430187276448
39,98.75,-88.75,88.75,1.0,0,-290.3069719276772
40,101.25,-88.75,88.75,1.0,0,-289.84140014538764
41,103.75,-88.75,88.75,1.0,0,-289.2520063967952
42,106.25,-88.75,88.75,1.0,0,-288.5872825597636
43,108.75,-88.75,88.75,1.0,0,-287.80942333093077
44,111.25,-88.75,88.75,1.0,0,-286.9130992736305
45,113.75,-88.75,88.75,1.0,0,-285.89393727726963
46,116.25,-88.75,88.75,1.0,0,-284.7486388995292
47,118.75,-88.75,88.75,1.0,0,-283.4750612845694
48,121.25,-88.75,88.75,1.0,0,-282.07232314307726
49,123.75,-88.75,88.75,1.0,0,-280.42138775771764
50,126.25,-88.75,88.75,1.0,0,-278.61622468090496
51,128.75,-88.75,88.75,1.0,0,-276.80325198071847
52,131.25,-88.75,88.75,1.0,0,-274.8790049560303
53,133.75,-88.75,88.75,1.0,0,-272.8518030746665
54,136.25,-88.75,88.75,1.0,0,-270.73106410621455
55,138.75,-88.75,88.75,1.0,0,-268.52766891348864
56,141.25,-88.75,88.75,1.0,0,-266.2536221003062
57,143.75,-88.75,88.75,1.0,0,-263.92118403787083
58,146.25,-88.75,88.75,1.0,0,-261.37677778858875
59,148.75,-88.75,88.75,1.0,0,-258.79970160792567
60,151.25,-88.75,88.75,1.0,0,-256.37859691792147
61,153.75,-88.75,88.75,1.0,0,-253.96142581935183
62,156.25,-88.75,88.75,1.0,0,-251.56130156013043
63,158.75,-88.75,88.75,1.0,0,-249.19081774440892
64,161.25,-88.75,88.75,1.0,0,-246.86199364436843
65,163.75,-88.75,88.75,1.0,0,-244.58599345560998
66,166.25,-88.75,88.75,1.0,0,-242.37278887291336
67,168.75,-88.75,88.75,1.0,0,-240.09241750855892
68,171.25,-88.75,88.75,1.0,0,-237.91544600925428
69,173.75,-88.75,88.75,1.0,0,-235.97657339675388
70,176.25,-88.75,88.75,1.0,0,-234.13512968519137
71,178.75,-88.75,88.75,1.0,0,-232.39608546882502
72,181.25,-88.75,88.75,1.0,0,-230.76351810667748
73,183.75,-88.75,88.75,1.0,0,-229.2407427109172
74,186.25,-88.75,88.75,1.0,0,-227.8304688965985
75,188.75,-88.75,88.75,1.0,0,-226.53488497602038
76,191.25,-88.75,88.75,1.0,0,-225.28683397617016
77,193.75,-88.75,88.75,1.0,0,-224.1848246946938
78,196.25,-88.75,88.75,1.0,0,-223.27842969990277
79,198.75,-88.75,88.75,1.0,0,-222.48942184091277
80,201.25,-88.75,88.75,1.0,0,-221.8170175759106
81,203.75,-88.75,88.75,1.0,0,-221.2602925081952
82,206.25,-88.75,88.75,1.0,0,-220.81784354636048
83,208.75,-88.75,88.75,1.0,0,-220.48785397060678
84,211.25,-88.75,88.75,1.0,0,-220.26853253680753
85,213.75,-88.75,88.75,1.0,0,-220.16370968100452
86,216.25,-88.75,88.75,1.0,0,-220.189425848766
87,218.75,-88.75,88.75,1.0,0,-220.31722253242967
88,221.25,-88.75,88.75,1.0,0,-220.5402730861002
89,223.75,-88.75,88.75,1.0,0,-220.8537961304139
90,226.25,-88.75,88.75,1.0,0,-221.25202598551925
91,228.75,-88.75,88.75,1.0,0,-221.72845770658307
92,231.25,-88.75,88.75,1.0,0,-222.27606593755854
93,233.75,-88.75,88.75,1.0,0,-222.8872710566142
94,236.25,-88.75,88.75,1.0,0,-223.60988446119748
95,238.75,-88.75,88.75,1.0,0,-224.38574493861054
96,241.25,-88.75,88.75,1.0,0,-225.13768423339297
97,243.75,-88.75,88.75,1.0,0,-225.90807470265813
98,246.25,-88.75,88.75,1.0,0,-226.68562896150524
99,248.75,-88.75,88.75,1.0,0,-227.4594070096574
100,251.25,-88.75,88.75,1.0,0,-228.21843014793936
101,253.75,-88.75,88.75,1.0,0,-228.95189782986822
102,256.25,-88.75,88.75,1.0,0,-229.64994981270075
