grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,psl_trend_forced
0,1.25,-88.75,88.75,1.0,0,-123.28604357816315
1,3.75,-88.75,88.75,1.0,0,-123.29475126301107
2,6.25,-88.75,88.75,1.0,0,-123.35975387336795
3,8.75,-88.75,88.75,1.0,0,-123.38850826693891
4,11.25,-88.75,88.75,1.0,0,-123.40051586491354
5,13.75,-88.75,88.75,1.0,0,-123.32737070906882
6,16.25,-88.75,88.75,1.0,0,-123.23584845123317
7,18.75,-88.75,88.75,1.0,0,-123.12554184877882
8,21.25,-88.75,88.75,1.0,0,-122.91775112905353
9,23.75,-88.75,88.75,1.0,0,-122.61940842529607
10,26.25,-88.75,88.75,1.0,0,-122.31937067635636
11,28.75,-88.75,88.75,1.0,0,-121.98721047300408
12,31.25,-88.75,88.75,1.0,0,-121.61584038608822
13,33.75,-88.75,88.75,1.0,0,-121.16746871696579
14,36.25,-88.75,88.75,1.0,0,-120.71253394714816
15,38.75,-88.75,88.75,1.0,0,-120.27726722465265
16,41.25,-88.75,88.75,1.0,0,-119.83517990795518
17,43.75,-88.75,88.75,1.0,0,-119.42545978908433
18,46.25,-88.75,88.75,1.0,0,-118.9886347944533
19,48.75,-88.75,88.75,1.0,0,-118.65495133998698
20,51.25,-88.75,88.75,1.0,0,-118.3006621814874
21,53.75,-88.75,88.75,1.0,0,-118.00834519652331
22,56.25,-88.75,88.75,1.0,0,-117.76664502481415
23,58.75,-88.75,88.75,1.0,0,-117.55770234440283
24,61.25,-88.75,88.75,1.0,0,-117.39028161140645
25,63.75,-88.75,88.75,1.0,0,-117.29391276476036
26,66.25,-88.75,88.75,1.0,0,-117.24241028103702
27,68.75,-88.75,88.75,1.0,0,-117.18900560790715
28,71.25,-88.75,88.75,1.0,0,-117.15879790405492
29,73.75,-88.75,88.75,1.0,0,-117.18602266930334
30,76.25,-88.75,88.75,1.0,0,-117.23361971119272
31,78.75,-88.75,88.75,1.0,0,-117.28204825658449
32,81.25,-88.75,88.75,1.0,0,-117.36538614424103
33,83.75,-88.75,88.75,1.0,0,-117.43325878950193
34,86.25,-88.75,88.75,1.0,0,-117.47717496087218
35,88.75,-88.75,88.75,1.0,0,-117.55490394034489
36,91.25,-88.75,88.75,1.0,0,-117.65904469190372
37,93.75,-88.75,88.75,1.0,0,-117.71059452649098
38,96.25,-88.75,88.75,1.0,0,-117.72566343336521
39,98.75,-88.75,88.75,1.0,0,-117.7691492878639
40,101.25,-88.75,88.75,1.0,0,-117.81746938346811
41,103.75,-88.75,88.75,1.0,0,-117.81212509769867
42,106.25,-88.75,88.75,1.0,0,-117.82221406623195
43,108.75,-88.75,88.75,1.0,0,-117.79063195487825
44,111.25,-88.75,88.75,1.0,0,-117.83204539034737
45,113.75,-88.75,88.75,1.0,0,-117.7429187943735
46,116.25,-88.75,88.75,1.0,0,-117.76452278849975
47,118.75,-88.75,88.75,1.0,0,-117.68797562461533
48,121.25,-88.75,88.75,1.0,0,-117.67389293194321
49,123.75,-88.75,88.75,1.0,0,-117.60520579324728
50,126.25,-88.75,88.75,1.0,0,-117.53489760058021
51,128.75,-88.75,88.75,1.0,0,-117.49196246240062
52,131.25,-88.75,88.75,1.0,0,-117.37642000416628
53,133.75,-88.75,88.75,1.0,0,-117.31866726914667
54,136.25,-88.75,88.75,1.0,0,-117.09298127666223
55,138.75,-88.75,88.75,1.0,0,-116.97121884341611
56,141.25,-88.75,88.75,1.0,0,-116.72861951593909
57,143.75,-88.75,88.75,1.0,0,-116.51429636408888
58,146.25,-88.75,88.75,1.0,0,-116.19690874826134
59,148.75,-88.75,88.75,1.0,0,-115.83619400747897
60,151.25,-88.75,88.75,1.0,0,-115.53069767505053
61,153.75,-88.75,88.75,1.0,0,-115.09642268113073
62,156.25,-88.75,88.75,1.0,0,-114.83052417956213
63,158.75,-88.75,88.75,1.0,0,-114.37757536240956
64,161.25,-88.75,88.75,1.0,0,-114.0996398233302
65,163.75,-88.75,88.75,1.0,0,-113.78804168605873
66,166.25,-88.75,88.75,1.0,0,-113.64804784077215
67,168.75,-88.75,88.75,1.0,0,-113.46658626820356
68,171.25,-88.75,88.75,1.0,0,-113.25397952627432
69,173.75,-88.75,88.75,1.0,0,-113.25643740298933
70,176.25,-88.75,88.75,1.0,0,-113.28951291040183
71,178.75,-88.75,88.75,1.0,0,-113.39055184726898
72,181.25,-88.75,88.75,1.0,0,-113.40484314239465
73,183.75,-88.75,88.75,1.0,0,-113.68045245104797
74,186.25,-88.75,88.75,1.0,0,-113.93288043273799
75,188.75,-88.75,88.75,1.0,0,-114.18352491180568
76,191.25,-88.75,88.75,1.0,0,-114.4869883902305
77,193.75,-88.75,88.75,1.0,0,-114.88317337533658
78,196.25,-88.75,88.75,1.0,0,-115.27809707541576
79,198.75,-88.75,88.75,1.0,0,-115.67065326428549
80,201.25,-88.75,88.75,1.0,0,-115.98461708570925
81,203.75,-88.75,88.75,1.0,0,-116.32720251027867
82,206.25,-88.75,88.75,1.0,0,-116.64797617800659
83,208.75,-88.75,88.75,1.0,0,-116.92421482893756
84,211.25,-88.75,88.75,1.0,0,-117.10017655664886
85,213.75,-88.75,88.75,1.0,0,-117.25719616144917
86,216.25,-88.75,88.75,1.0,0,-117.3968455087364
87,218.75,-88.75,88.75,1.0,0,-117.46453684524607
88,221.25,-88.75,88.75,1.0,0,-117.51459843104146
89,223.75,-88.75,88.75,1.0,0,-117.51491681339571
90,226.25,-88.75,88.75,1.0,0,-117.5694360549748
91,228.75,-88.75,88.75,1.0,0,-117.58513005008582
92,231.25,-88.75,88.75,1.0,0,-117.6051820295907
93,233.75,-88.75,88.75,1.0,0,-117.60644429910181
94,236.25,-88.75,88.75,1.0,0,-117.6706263941315
95,238.75,-88.75,88.75,1.0,0,-117.77125276282585
96,241.25,-88.75,88.75,1.0,0,-117.83564079427126
97,243.75,-88.75,88.75,1.0,0,-117.98752628260469
98,246.25,-88.75,88.75,1.0,0,-118.10311761754038
99,248.75,-88.75,88.75,1.0,0,-118.33611469392288
100,251.25,-88.75,88.75,1.0,0,-118.49733035663813
101,253.75,-88.75,88.75,1.0,0,-118.75634676927157
102,256.25,-88.75,88.75,1.0,0,-118.93850057480927
