grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,tos_trend,GMST_trend,GHG_forcing_index,aerosol_forcing_index,volcanic_forcing_index,solar_forcing_index,ENSO_detrended,AMV_index,IPO_index
0,163.75,-76.25,76.25,0.0,4,0.07102798981260168,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
1,166.25,-76.25,76.25,0.0,4,0.06851861301158889,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
2,168.75,-76.25,76.25,0.0,4,0.08668961403135346,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
3,171.25,-76.25,76.25,0.0,4,0.10122175791990867,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
4,173.75,-76.25,76.25,0.0,4,0.061133331136695036,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
5,176.25,-76.25,76.25,0.0,4,0.001811317853107299,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
6,178.75,-76.25,76.25,0.0,4,0.1098496276395981,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
7,181.25,-76.25,76.25,0.0,4,0.2325335254141472,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
8,183.75,-76.25,76.25,0.0,4,0.24702433044884098,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
9,186.25,-76.25,76.25,0.0,4,0.20525728048216246,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
10,188.75,-76.25,76.25,0.0,4,0.11135472549844355,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
11,191.25,-76.25,76.25,0.0,4,0.09317703144405556,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
12,193.75,-76.25,76.25,0.0,4,0.08025661940321574,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
13,196.25,-76.25,76.25,0.0,4,0.07583747099458117,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
14,198.75,-76.25,76.25,0.0,4,0.040783086222847216,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
15,201.25,-76.25,76.25,0.0,4,0.0209567904797753,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
16,203.75,-76.25,76.25,0.0,4,0.010046800575353938,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
17,206.25,-76.25,76.25,0.0,4,-0.007418534673993924,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
18,208.75,-76.25,76.25,0.0,4,-0.03240079555162046,1.7158006506630457,1.2,-0.1,0.0,0.0,-2.669151489201896e-17,-0.013886033788162782,-0.05378805845689602
